dataResourceName,merit/biocollect,digi_vol,citizen_science,non_cs,Scientific,Commercial,Government,Indigenous,Mixed source dataset,"Collection managed (Museum, Herbarium...) ?",Data in Biocache,International,NRM,Data Biocache,CS type
Stage two biodiversity and habitat improvements works / Braeside Park,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Stanley, Stoney and Neurum Creek habitat restoration project",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Stanthorpe Field Naturalists,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Stepping stones and corridors to connectivity on Kangaroo Island,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Steve Dew's Aussiecreatures,N,N,Y,N,N,N,N,N,N,N,Y,N,N,199,"unassisted CS, personal obs"
Steve's Australian Spider Pics,N,N,Y,N,N,N,N,N,N,N,Y,N,N,20,"unassisted CS, personal obs"
Stockholm Station - Preventing Prickly Acacia Spread into Major Creek Systems,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Stoney Creek area of Samford Valley recorded by Michael Curran,N,N,Y,N,N,N,N,N,N,N,Y,N,N,103,"unassisted CS, personal obs"
Storm Recovery at Capricornia. Restoration and Resilience Project #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Eastern Lake Macquarie through Clean-Up and Revegetation Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Hepburn through Cleanup and Revegetation #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Hepburn through Cleanup and Revegetation #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Mary River through Clean-Up and Habitat Restoration #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Mary River through Clean-Up and Habitat Restoration #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Mary River through Clean-Up and Habitat Restoration #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Northern Lake Macquarie through Clean-Up and Revegetation Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Port Stephens through Clean-Up and Habitat Restoration #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Port Stephens through Clean-Up and Habitat Restoration #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Port Stephens through Clean-Up and Habitat Restoration #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery at Western Lake Macquarie through Clean-Up and Revegetation Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery in Gosford Local Government Association – Cleanup and Repair at Putty and Avoca Beaches,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery in Gosford Local Government Association – Coastal Cleanup and Repair at Umina #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Storm Recovery in Gosford Local Government Association – Coastal Cleanup and Repair at Umina #2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Strategic Control of WoNS in the Capes Region of Western Australia,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Strategic management of weeds to reduce their impact on the Southern Gulf,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Strategic Material Areas Minilya-Exmouth Road SLK 54, 62-65, 175.1 and 205.5 Biological Survey",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Stream Stewards,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Streamkeeper Streamside Meetup,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Strengthening Community and Protecting Threatened Species in Westernport Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Strzelecki Ranges South Gippsland - Building Biodiversity and Saving Our Soils,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Students' Cloud observations On-Line,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Students’ Cloud Observations On-Line (S’COOL),N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
"Subantarctic Fur sealsat Heard Island, 1987/88",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,11,NA
Sub-project 2: Regional Landcare Facilitator - Western,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Subtropical Rainforest and Dunal Care Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Summit Area Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Sunbury Earth Rings - Revegetation, Weed Management and Community Engagement",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sunshine Beach Dunes - Ongoing Weeding Rehabilitation and Revegetation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sunshine Coast Litter Clean Up,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sunshine Creek - Coastal Wetland and Riparian Erosion Rehabilitation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Superb Parrot Monitoring project,N,N,N,N,N,N,N,N,Y,N,Y,N,N,2156,NA
Support for the Indigenous knowledge Bilby Festival,N,N,N,N,N,N,N,Y,N,N,N,NA,NA,0,NA
Supporting Aboriginal NRM in the ACT,N,N,N,N,N,N,N,Y,N,N,N,NA,NA,0,NA
Supporting action to enhance heritage and biodiversity in the Castlemaine Diggings,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Supporting and implementing sustainable management of pastoral lands,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Supporting industry adoption of sustainable practices,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Supporting Landcare in the Western Catchment of NSW.,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Supporting the Biodiversity of Lake Wollumboola and its Catchment (Stage 1),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Survey Fauna and Flora - Enrich Wetland Biodiversity - Yowie Park Hopetoun,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Survey of benthic and other marine invertebrates of Prydz Bay, 1990/91 Voyage 6",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,113,NA
"Survey of the Breeding Seabirds and Migrating Shorebirds of the Houtman Abrolhos, Western Australia (1991-1993, 1999 and 2006)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,1334,NA
"Surveys of benthic organisms, reef fishes and manta tow surveys of Capricorn Bunker reefs in October 2015 (NESP TWQ 3.7, AIMS)",N,N,N,Y,N,N,Y,N,N,N,Y,N,N,6508,NA
"Surveys of long spined sea urchin (Centrostephanus rodgersii) and barrens habitat, Kent Group, Tasmania 2000",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,26240,NA
"Surveys of Octocoral communities, benthic cover and environmental factors on coral reefs of the Great Barrier Reef, Australia (1996 to present)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,15534,NA
Surveys of Orpheus Island by James Cook University staff and students,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,92,NA
Susan Island - Lowland Rainforest Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Susie Pendle,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Susie Pendle,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Sustainable agricultural systems and strong regional and rural communities in Cape York,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable agriculture practices,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable Agriculture Program in the Central West NSW,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Sustainable Agriculture, Resilient Communities (North West Landscape of the Border Rivers-Gwydir catchments)",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Sustainable Agriculture, Resilient Communities (Northern Tablelands and Slopes landscape of the Border Rivers-Gwydir catchments)",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Sustainable Environment, Resilient Communities (Northern Tablelands and Slopes landscape of the Border Rivers-Gwydir catchments)",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Sustainable Environment, Resilient Communities (Northwest landscape of the Border Rivers-Gwydir catchments)",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable Recreation Development / Dial Range / Furthering Track Improvement,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable Recreation Development / Dial Range / Track Improvement and Construction,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable Recreation Development within Dial Range #1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sustainable Rivers Audit,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,148701,NA
Sustaining Healthy Country and Biodiversity of Cape York Peninsula,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Swan Coastal Plain Survey,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,23798,NA
Sweet Pittosporum - Managing an Emerging Weed of Southern Australia,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sydney Flatwing (Austroargiolestes isabellae) mating in the wheel position,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,4,NA
Systematic Flora Survey Marandoo Monitoring Bores,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Systematic list of benthic invertebrates identified in the Heard Island and McDonald Islands region from 129 beam trawl or epibenthic sled samples 2003/08,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,504,NA
Tallagnada Orchids,N,N,Y,N,N,N,N,N,N,N,Y,N,N,14,"unassisted CS, personal obs"
"Tambo Bluff Middle Gully walking track, revegatation and access",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tamborine Mountain Weekly Bird Observations,N,N,Y,N,N,N,N,N,N,N,Y,N,N,38694,structured CS
Tanami Pipeline Project Records,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,25042,NA
"Targeted Bilby Survey - Crab Creek Road, Broome",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Targeted Fauna Survey - Wodgina Aerodrome,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
"Targeted flora Survey - Lot 4291 Deposited Plan 2029977, Kordabup",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
"Targeted survey of Spiny Rush, Brisbane Ranges National Park, 2001",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,713,NA
Tarrangower Cactus Control Group,N,N,Y,N,N,N,N,N,N,N,Y,N,N,46,structured CS
Tasmanian Forest Insect Collection provider for APPD,N,N,N,N,N,N,N,N,N,N,Y,NA,NA,0,NA
Tasmanian Marine Molluscs Observational Records (2003-2017),N,N,N,Y,Y,N,N,N,N,N,Y,N,N,20417,NA
Tasmanian Multipedes,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,42,NA
Tasmanian Museum and Art Gallery provider for OZCAM,N,N,N,N,N,N,N,N,N,Y,Y,N,N,190683,NA
Tasmanian Museum and Art Gallery provider for OZCAM-Arthropoda,N,N,N,N,N,N,N,N,N,Y,Y,N,N,4222,NA
Tasmanian Natural Values Atlas,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,1121933,NA
Tasmanian Plant Pest Database provider for APPD,N,N,N,N,N,N,N,N,N,N,Y,NA,NA,0,NA
Tasmanian Spiders,N,N,Y,N,N,N,N,N,N,N,Y,N,N,124,"unassisted CS, personal obs"
Tasmania's Central Highlands - Restoration of Important Natural Values,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Taxonomic Information Sytem for the Belgian coastal area (EurOBIS),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Team Turtle CQ,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,718,NA
Tempe birdos,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,3105,NA
Ten Years On: Building On Past Efforts Along Tilbuster Ponds Creek,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tenterfield NSW - Principles and Practices of Sustainable Food Production,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Teven Memorial Park - Biodiversity Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Texas Turtle Watch,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communication Plan Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communicaton Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF.2.7.1 Science Communicaton Implementation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF11.5.3 c Springvale Erosion Management Plan Implementation (DES18004c - Native Seed Collection Program),Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF2.7 Science Communication Implementation Plan,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF3.1 Developing extension program - stakeholder consultation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF3.1 Developing extension program - stakeholder consultation,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
TF6.7.6 SBIR Coral Sydney Institute of Marine Science,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Tharawal Land Restoration and Bush Garden project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Accessible World Heritage Experience - Grand Cliff Top Walk Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Australian Microbiome Initiative,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
The Australian Phytoplankton Database (1844 onwards),N,N,N,N,N,N,N,N,N,Y,Y,N,N,174191,NA
The Australian Zooplankton Database (1938 onwards),N,N,N,N,N,N,N,N,N,Y,Y,N,N,44781,NA
The Barwon's coast barrier sand dune system critical habitat protection,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Bay Area’s Most Wanted Spider,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
The Big Scrub - Caring for Remnants of Critically Endangered Lowland Rainforest,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Crown of Thorns Startfish (COTS) Secretome: Towards a Control Technology,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956 to 2007.",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,11498,NA
The East Gippsland Rail Trail Community Engagement Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Ecology and Biogeography of Heard Island Marine Benthos 1987/88,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,119,NA
The Entrance North Dunes and Tuggerah Lake Foreshore Restoration - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Entrance North Dunes and Tuggerah Lake Foreshore Restoration - Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Entrance North Dunes and Tuggerah Lake Foreshore Restoration - Stage 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Entrance North Dunes and Tuggerah Lake Foreshore Restoration - Stage 4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Environs Kimberley Nature Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Five Lands Walk Restoration Project at Winney Bay,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Gall Gnats of Hawai'i (Cecidomyiidae) I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,326,NA
The Gall Gnats of Hawai'i (Cecidomyiidae) II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,626,NA
The George Mansford Reserve Rainforest Rehabilitation & Revegetation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Glenelg River Restoration Project - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Glenelg River Restoration Project - Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Great Koala Count South Australia,N,N,Y,N,N,N,N,N,N,N,Y,N,N,1834,structured CS
The Great Western Expressway,N,N,N,Y,N,Y,N,N,N,N,N,N,N,0,NA
The Healthy and Resilient Landscapes and Aquatic Systems,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Hunt for Wild Macadamias,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
The Lake Claremont Remnant Bushland Infill Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Living Murray Fish data,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,874,NA
The Lower Balfes Creek Catchment- Removal of Parkinsonia Seed Source,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Marine Mammal Center,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
The Model Plant Expedition,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,1056,NA
The Orchid Atlas of Western Australia,N,N,N,N,N,N,N,N,Y,N,Y,N,N,9717,NA
THE PROVISION OF SERVICES TO ASSIST CANE FARMERS TO ADOPT COMPLETE NUTRIENT MANAGEMENT PLANNING,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
THE PROVISION OF SERVICES TO ASSIST CANE FARMERS TO ADOPT COMPLETE NUTRIENT MANAGEMENT PLANNING,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Queensland Naturalists' Club Inc.,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
The Rehabilitation and Conservation of Natural Areas in Rockingham,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Restoration and Preservation of the Boyd Street Erosion Control Reserve,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Salt Pan Creek Restoration Program - Zone B,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Salt Pan Creek Riparian Restoration Program - Zone A,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Snake Count,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
The South Magenta Coastal Dunes and Lake Foreshore 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The South Magenta Coastal Dunes and Lake Foreshore 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
The Unique Flora of Tasmania,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,100,NA
The Upper Belmore River Riparian Rehabilitation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Thornlands and surrounds avifauna and herpetofauna surveys,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,152,NA
Threatened animal recovery through feral cat control,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened habitat protection and resilience building for Break O'Day Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened habitat protection and resilience building for Break O'Day Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened habitat protection and resilience building for Break O'Day Project 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened species habitat and connectivity enhancement in the Blayney region Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Conservation at Belmont Wetlands (Stage 1),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Conservation at Belmont Wetlands (Stage 2),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Protection in Lithgow,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Restoration and Monitoring at Mt Mort,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Restoration at Peak Crossing,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Threatened Species Habitat Restoration in the Clarence Valley,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Thredbo Park Bushcare Group,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,79,structured CS
Three Areas Maintenance Zone Establishment Flora and Fauna Assessment,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Tidbinbilla Nature Recording System,N,N,N,N,N,N,N,N,Y,N,Y,N,N,1,NA
Tineid Moths of Hawaii (Tineidae),N,Y,Y,N,N,N,N,N,N,N,Y,N,N,483,NA
Tingalpa Creek Reserve Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tiny Terrors Project,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Tippara Springs Dune Protection and Rehabilitation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Together connecting ecological communities across the ACT region,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Tomago & Hexham sections, Hunter Wetlands NP - revegetating 40 ha of floodplain",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tomaree Peninsula Koala Corridor Restoration Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Torres Strait Seagrass Mapping Consolidation  - intertidal and subtidal  data (JCU), Australia",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1429,NA
"Torres Strait Seagrass Mapping Consolidation - intertidal and subtidal data (JCU), Australia",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tortrix Moths of Hawai'i (Tortricidae) I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,541,NA
Tortrix Moths of Hawai'i (Tortricidae) II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,611,NA
Tortrix Moths of Hawai'i (Tortricidae) III,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,401,NA
Tortrix Moths of Hawai'i (Tortricidae) IV,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,357,NA
"Total Land Management - Knowledge, Partnerships & Implementation (KPI) for sustainable production.",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Toxicity of copper to three Macquarie Island marine gastropods 2013/15,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,143,NA
"Toxicity of copper, cadmium and zinc to Macquarie Island marine invertebrates 2012/15",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,429,NA
Tracking Australia - arid wildlife track-based monitoring,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,509,NA
Tracking Climate in Your Backyard,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Tracking Dolphins in the Adriatic Sea,N,N,Y,N,N,N,N,N,N,N,N,Y,N,0,NA
"Tracking saltwater crocodiles on the Wenlock River, Cape York, Queensland, Australia 2012_13",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5,NA
"Trail Alignment and Targeted Priority and Threatened Flora and Ecological Community Survey – Bremer Bay/Point Henry Cycle and Shared Use Trail, Section 2: Bremer Bay Beaches Caravan Park to White Trail Rd",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Transcription of K. H. L. Key's field notebook 22,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,569,NA
Transforming a cattle-grazing paddock into a carbon-rich biodiverse area,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Trapping,N,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Trapping Feral Cats and Freeing Small Mammals in the Broadford Area,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Travel around South Africa with John Acocks - SAFARIS,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Trawmanna Land Management,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tree Trackers!,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Trees for the Green Army / Greening the Goldfields,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Tregeagle - Koala and Lowland Rainforest Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
TRIAP Franklin 2008 Waterbirds - Marine records,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,38561,NA
True Flies of Hawai'i (Lispocephala) I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,749,NA
True Flies of Hawai'i (Lispocephala) II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,787,NA
True Flies of Hawai'i (Lispocephala) III,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,688,NA
True Flies of Hawai'i (Lispocephala) IV,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,487,NA
Tuckombil Landcare Teven Memorial Reserve Bush Regeneration Connectivity Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tuckurimba - Koala Preservation and Habitat Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tumbi Wetlands,N,N,Y,N,N,N,N,N,N,N,Y,N,N,112,structured CS
Turning around trajectories: Detection dogs to aid feral cat and fox control for the Mountain Pygmy-possum and Smoky Mouse,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tussock Tamers in Action,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tweed Council Koala Count,N,N,Y,N,N,N,N,N,N,N,Y,N,N,1,structured CS
Tweed Koala Sightings,N,N,Y,N,N,N,N,N,N,N,Y,N,N,824,structured CS
Tweed River - Murwillumbah Riverbank Restoration Walk and Open-air Gallery,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Tyagarah - Crown Land Endangered Ecological Communities Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Ucarty Catchment Landcare Priorities,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Understanding Coastal Environs Amidst Change to generate community action,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
University of Queensland Insect Collection provider for APPD,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,NA
UNSW AVH data,N,N,N,N,N,N,N,N,N,Y,Y,N,N,21040,NA
Updating the Mackay Whitsunday Water Quality Improvement plan (2014-2021),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Uper Goulburn Landcare Network Stage 1 - Biodiversity Linkages and Improvements, Yea Flora Fossil site",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upland Swamps of the Blue Mountains,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Upper Barwon 20 Million Trees project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Canning and Wungong Catchment Restoration Plan,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Gilliat Group - Prickly Acacia Eradication in Gilliat River Sub-catchment,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Kiewa River Restoration - Mount Beauty,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Murrumbidgee Waterwatch,N,N,Y,N,N,N,N,N,N,N,Y,N,N,17361,assisted CS
Upper North SA - Increased Uptake of No-till in Post Pasture Cropping Phases,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper North SA - Increased Uptake of No-till in Post Pasture Cropping Phases,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Paroo Catchment Pest and Weed Control,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Sandy Creek Water Course Biodiverse Plantings and Revegetation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Upper Wimmera - another 15,000 trees",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Upper Wimmera Sallow Wattle control,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
