dataResourceName,merit/biocollect,digi_vol,citizen_science,non_cs,Scientific,Commercial,Government,Indigenous,Mixed source dataset,"Collection managed (Museum, Herbarium...) ?",Data in Biocache,International,NRM,Data Biocache,CS type
Ropes and South Creek Corridor - 1 Million Trees,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Ropes and South Creek Corridor Round 2 - 1 Million Trees,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Ropes Creek Green - Corridor Care,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Rotifers of Macquarie Island,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,246,NA
"Rottnest Island lakes, swamps and coastal bird counts December 1981 to September 2007",N,N,N,N,N,N,N,N,Y,N,Y,N,N,4829,NA
"Roy Hill Port Facility Power Line, Port Hedland: Ecological Assessment",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Royal National Park & Environs Biodiversity Survey,N,N,N,Y,N,N,Y,N,N,N,N,NA,NA,0,NA
"Royal penguin Eudyptes schlegeli census and observations at North Head, Macquarie Island 1952/53",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,156,NA
"Royal penguin Eudyptes schlegeli census, Macquarie Island, 1984",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,57,NA
RR2: Improving Agricultural Practices in the Fitzroy Region to Protect the Reef,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
RRC05 - Townsville Ck to Coral Partnership,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Rubicon Estuary - Restoration of estuarine / river foreshore and wetlands,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Rummerys Hill, New England NSW - Building a Toolkit for Resilient Landscapes",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Runnymede Farm - Native Re-vegetation of Farm Land and Richmond River Bank,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Russell Kightley Media,N,N,Y,N,N,N,N,N,N,N,Y,N,N,87,"unassisted cs, personal obs"
"RV Investigator Voyage IN2016_T02 Seabird Observations, Australia (2016)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,393,NA
"RV Investigator Voyage IN2016_V01 Seabird Observations, Australia (2016)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,8514,NA
"RV Investigator Voyage IN2016_V04 Cetacean and Seabird Observations, Tasman Sea, Australia (2016)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,189,NA
"RV Investigator Voyage IN2016_V06 Seabird Observations, Australia (2016)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,348,NA
"RV Investigator Voyage IN2017_T01 Seabird Observations, Australia (2017)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,657,NA
"RV Investigator Voyage IN2017_V01 Whale Observations, Sabrina coast, Antarctica (2017)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,74,NA
"RV Investigator Voyage IN2017_V02 Seabird Observations, Australia (2017)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1153,NA
"RV Investigator Voyage IN2020_V01 Seabird Observations, Broken Ridge region, Indian Ocean (2020)",N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
S.A. Mid North - Knowing Our Native Pastures,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
S2S Thurgoona BioBlitz 2012,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
S2S Woomargama BioBlitz 2013,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
SA Fauna (BDBSA),N,N,N,N,N,N,N,N,Y,N,Y,N,N,1645756,NA
SA Flora (BDBSA),N,N,N,N,N,N,N,N,Y,N,Y,N,N,1911652,NA
Sale to the Heart - Regenerate and Reconnect,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Salinity Action Plan Flora Survey,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,44616,NA
Salsibury Recreation Reserve Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sample locations for Genetic and Genomic data for scalloped hammerheads (Sphyrna lewini) Australia (2007-2016),N,N,N,Y,Y,N,N,N,N,N,Y,N,N,316,NA
Sample summary and analysis of biopsy samples collected during the Antarctic blue whale voyage 2013,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
Sample summary and analysis of biopsy samples collected during the New Zealand Australian Antarctic Ecosystems Voyage 2015,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,33,NA
Sapphire Coast Marine Society Surveys,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Sapphire McMullan-Fisher,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Sapphire McMullan-Fisher,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Sassafras,N,N,Y,N,N,N,N,N,N,N,Y,N,N,120,"unassisted CS, personal obs"
"Satellite tagging of female hawksbill sea turtles (Eretmochelys imbricata) nesting on Groote Eylandt, Northern Territory, 2009-2011",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5187,NA
Satellite Tagging Seals and Sea Lions,N,N,N,Y,Y,N,N,N,N,N,N,NA,NA,0,NA
"Satellite tracking of female olive ridley sea turtles (Lepidochelys olivacea) nesting in the Wessel Islands, Northern Territory, 2005",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,3349,NA
Savanna Key,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Save the Birriga Brook and Darling Downs Equestrian Estate,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Scaling up marsh science,N,N,N,Y,Y,N,N,N,N,N,N,N,N,0,NA
Scaptomyza (Diptera:Drosophilidae) of Hawai'i I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,761,NA
Scaptomyza (Diptera:Drosophilidae) of Hawai'i II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,675,NA
Scaptomyza (Diptera:Drosophilidae) of Hawai'i III,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,864,NA
Scaptomyza (Diptera:Drosophilidae) of Hawai'i IV,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,677,NA
Scaptomyza (Diptera:Drosophilidae) of Hawai'i V,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,754,NA
Scarab Beetles of Hawai'i,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,774,NA
Scelionidae,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,571,NA
Scenic Rim Region Green Army Project - Team 1,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 2,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 3,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 4,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 5,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 6,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 7,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Region Green Army Project - Team 8,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scenic Rim Regional Council - Land for Wildlife Program,N,N,Y,N,N,N,N,N,N,N,Y,N,N,1,structured CS
Scheyville National Park,N,N,N,Y,N,N,Y,N,N,N,N,N,N,0,NA
Scheyville National Park African Olive Elimination Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Scheyville to Wianamatta Corridor 1 Million Tree Program - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Scheyville to Wianamatta Corridor 1 Million Tree Program - Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Scheyville to Wianamatta Corridor Round 2 - 1 Million Tree Program - Stage 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Scheyville to Wianamatta Corridor Round 2 - 1 Million Tree Program - Stage 4,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
School and gummy shark tagging by CSIRO in southern Australia: 1947-1956,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7089,NA
School of Ants,N,N,Y,N,N,N,N,N,N,N,Y,N,N,5665,assisted CS
ScienceCache: Geocaching for Goals,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
SciSpy,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Scleractinia of Eastern Australia - AIMS Monograph Series - John (Charlie) Veron,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,6187,NA
Scotland Island,N,N,Y,N,N,N,N,N,N,N,Y,N,N,1,assisted CS
Sea Search,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,88,NA
Sea shells of New South Wales,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,884,NA
Sea Slug Forum,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Sea Slug Survey Gold Coast,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,324,NA
Seabird Atlas of South-eastern Australian Waters 1975-1993,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,31275,NA
"Seabird diet data from the northern section of the Great Barrier Reef, Australia (1991-1996)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,6934,NA
"Seabird observations during long-line fisheries operations in waters south of Tasmania, Australia, 1996-1999",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1713,NA
"Seabird observations from the northern section of the Great Barrier Reef, Australia (1991-1996)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,3642,NA
"Seabird Observations, Storm Bay, Tasmania, Australia, 1991-1994",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,9622,NA
Seabirds of the Southern and South Indian Ocean,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,153820,NA
"Seagrass baseline survey for Orman Reef, Torres Strait, 2017",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1953,NA
"Seagrass meadows of Arnhem Land, Kakadu and Gulf of Carpentaria",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,283,NA
Searching for the yellow-bellied sea snake,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,4,structured CS
"Seed collection, plant propagation, site preparation & revegetation activities",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Seedlings For Success - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Seedlings For Success - Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Seeing the Trees for the Forest,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Seeking lost fungi Australia,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking lost fungi Victoria,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking Lost Victorian Fungi,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Seeking Lost Victorian Fungi,Y,N,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Service provider organisation - ALA Green Army Quarterly Reporting,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Service provider organisation - ALA Green Army Reporting,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Shad watch,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Shadows Paddock Wyndgate Reserve - Murray Mouth Estuary Restoration Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Share a flood observation,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Share Your Heritage,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Shared Values Stage 1: Restoring significant cultural and environmental sites,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Sharing and Telling the Story to Increase On-Ground Outcomes,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Shark Bay Survey,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,4391,NA
Shark Conservation in Belize,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,NA
SharkBase,N,N,N,N,N,N,N,N,Y,N,Y,N,N,718,NA
Sherwood Arboretum Botanical Collection Dataset,N,N,N,N,N,N,N,N,N,Y,Y,N,N,1159,NA
Shoalhaven River Erosion Prevention and Mangrove Planting.,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Shoreline Shell Surveys in Port Phillip Bay,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Short Range Endemic Invertebrate Survey for road maintenance, Pippingarra and Wodingina Roads",Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Showcasing Farmers Using NRM for Sustainable Agricultural Outcomes,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
"Sightings and strandings of the large, rarely observed jellyfish; Keesingia gigas Gershwin, 2014 (Cnidaria: Cubozoa: Carybdeida: Alatinidae) in north-western Australia",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,58,NA
SIO Marine Bird and Mammal Survey 2003,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,2924,NA
Site Inspection Circle Valley Road Proposed Limestone Pit,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Site Inspection –Norseman Road Sand Extraction,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,NA
Skills development in NRM procedures in Collie through on-the-job activities,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
SKIPA Monsoon Vine Thickets of the Dampier Peninsula,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Small Bird Connections - Murrumbidgee to Dog Trap Road,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Smarter Farm Planning - Environmental Action and Food Production,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 10,N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 11,N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 12,N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 13,N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 8  (ALA),N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution -  Euphorbiaceae Galore! Set 9,N,Y,N,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution - Euphorbiaceae Galore Set 5!,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution - Euphorbiaceae Galore Set 6!,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution - Euphorbiaceae Galore Set 7!,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 11,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 12,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 13,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 8 (ALA),N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian Institution - Euphorbiaceae Galore! Set 9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian US Herbarium - Croton Specimens,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,587,NA
Smithsonian US Herbarium - Euphorbiaceae Galore!,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,587,NA
Smithsonian US Herbarium - Euphorbiaceae Galore! Set 2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
Smithsonian US Herbarium - Euphorbiaceae Galore! Set 3,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,500,NA
Smithsonian US Herbarium - Euphorbiaceae Galore! Set 4,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,500,NA
"Snow Petrel census, Reeve Hill, Windmill Islands, East Antarctica (1984-2003)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7139,NA
"Snow Petrel nest census, Mawson region 2004/05",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5588,NA
Snowgum dieback,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,14,NA
"Soela Voyage SO 2/85  - Seabird Observations, Australia (1985)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,70,NA
"Soela Voyage SO 2/85 - Seabird Observations, Australia (1985)",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Soft sediment assemblages at Casey Station: Brown Bay Grid - samples taken along a pollution gradient.,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,682,NA
Soil Acidity Project - Liquid Calcium Compared to Limesand,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Solenosmilia matrix annotations and VME habitat identification in video from voyage IN2018_V06, Australia (2018)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,5640,NA
Solitary Islands Walk – Woolgoolga Whale Trail,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Somers Camp - Biodiversity and Native Revegetation Project,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South Africa - Acocks Collecting Register Book 9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South Africa SAFARIS - Acocks Collecting Register 8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African Institute for Aquatic Biodiversity - Fish Collection (AfrOBIS),N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South African SAFARIS - Acocks Collecting Register 6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS - Acocks Collecting Register 7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS - Acocks Field Notes 0,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS - Acocks Field Notes 1,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS - Acocks Field Notes 2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS - Acocks Field Notes 3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS – FN book 10,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS – FN book 6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS – FN book 8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS – FN book 9,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South African SAFARIS – FN books 5 & 7,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South Australian Museum Australia provider for OZCAM,N,N,N,N,N,N,N,N,N,Y,Y,N,N,527285,NA
South Australian Museum BANZARE Expedition - Mixed specimens,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South Australian Museum Brittle Star Expedition,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,NA
South Australian Museum Terrestrial Invertebrate Images,N,N,N,N,N,N,N,N,N,Y,Y,N,N,3580,NA
South Coast Survey,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,10134,NA
South East - NSW Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,4278,NA
South East Fishery (SEF) Ecosystem Study 1993-1996: Fish Diet Data. Australia (1993-1997),N,N,Y,N,N,N,N,N,N,N,Y,N,N,5042,structured CS
South East Queensland National Park Restoration Team 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Queensland National Park Restoration Team 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Queensland National Park Restoration Team 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program Protecting Priority Sites - Bega Valley 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program Protecting Priority Sites - Bega Valley 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program Protecting Priority Sites - Bega Valley 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program Protecting Priority Sites - Monaro 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program Protecting Priority Sites - Monaro 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program: Protecting Priority Sites - Greater Queanbeyan - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program: Protecting Priority Sites - Weereewa Valley - Project 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South East Weeds Action Program: Protecting Priority Sites - Weereewa Valley - Project 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South Eastern Dandenong Ranges Protection Program,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South Para River Riparian Zone in Para Wirra - Woody Weed Control,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South Pine River Complex Ecological Restoration,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South West Agricultural Community Engagement,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South West Collaboration for a biodiversity hotspot - Bunbury Winter to Spring,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South West Collaboration for a biodiversity hotspot - Busselton Winter to Spring,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South West Farm Soil Systems and Targeted Industry Engagement,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"South West Inverell, NSW - Improving Water Quality and Protecting Myall Creek",N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South West Sustainable Farming and Innovation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
South Western Australia - Coastal Planning and Management Case Studies,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern ACT Catchment - Upper Murrumbidgee Waterwatch,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,3113,NA
Southern Brook - Restoration and Protection of Priority Waterways,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern Charleville Landcare,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern Giant Petrel census data within the Australian Antarctic Territory,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,121,NA
Southern Highlands Nature Map,N,N,Y,N,N,N,N,N,N,N,Y,N,N,1191,structured CS
Southern Metropolitan Carnaby's Black Cockatoo Conservation Project - Stage 1,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern Metropolitan Carnaby's Black Cockatoo Conservation Project - Stage 2,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern Metropolitan Carnaby's Black Cockatoo Conservation Project - Stage 3,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern NSW - Show and Tell - Farmers Sharing Knowledge for Sustainable Systems,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Southern Ocean Continuous Zooplankton Recorder (SO-CPR) Survey,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,546713,NA
Southern range extensions for twelve heterobranch sea slugs (Gastropoda: Heterobranchia) on the eastern coast of Australia,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,58,NA
Southern Ranges Green Tracks Program,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
"Southern Surveyor Voyage SS 02/95 prawn survey in the Gulf of Carpentaria, Australia (Feb-Mar 1995)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7375,NA
"Southern Surveyor Voyage SS 03/2005 Prawn Trawl Samples, Gulf of Carpentaria, Australia (2005)",N,N,N,N,N,N,N,N,N,N,N,N,Y,5102,NA
"Southern Surveyor Voyage SS 05/95 prawn survey in the Gulf of Carpentaria, Australia (Jun 1995)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,1412,NA
"Southern Surveyor Voyage SS 10/95 survey in the Gulf of Carpentaria, Australia (Nov 1995)",N,N,N,Y,Y,N,N,N,N,N,Y,N,N,7241,NA
"Species at 290 Leppitt Road, Upper Beaconsfield",N,N,Y,N,N,N,N,N,N,N,Y,N,N,1115,"unassisted CS, personal obs"
Sphecidae: Thread-Waisted Wasps of Hawai'i I,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,689,NA
Sphecidae: Thread-Waisted Wasps of Hawai'i II,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,343,NA
Sphinx moths of Hawai'i,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,216,NA
Spiders of Australia,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,225,NA
Spiderzrule,N,N,Y,N,N,N,N,N,N,N,Y,N,N,23,"unassisted CS, personal obs"
Spot A Ladybug,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Spot Our Species,N,N,Y,N,N,N,N,N,N,N,Y,N,N,6,unassisted CS
Spring Phytoplankton Assemblages in the Southern Ocean Between Australia and Antarctica (CLIVAR-SR3),N,N,N,Y,Y,N,N,N,N,N,Y,N,N,829,NA
Springvale Landcare - Integrated NRM Plan Implementation - Stage 9,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Squid collection from 1995/96 V4 BROKE,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,53,NA
Squid specimens from the 1991/92 V6 AAMBER2 voyage,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,129,NA
Squirrel Glider Monitoring Program Thurgoona/ Wirlinga,N,N,Y,N,N,N,N,N,N,N,Y,N,N,33,structured CS
St John's wort biocontrol,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,86,NA
St Kilda Mangroves BioBlitz,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
St Patricks Creek - Upper Reach Revegetation,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Stabilise and Repair Koala Corridor from Rosendahl Reserve to Yarranabee Creek,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Stable isotope data from marine sediment and invertebrates from Davis Station 2009/10,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,576,NA
Stage 1. Green Army Balu Buru (Place of Trees) Project,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Stage 2. Green Army Balu Buru (Place of Trees) Project,N,N,Y,N,N,N,N,N,N,N,N,NA,NA,0,NA
Stage one biodiversity and habitat improvements works / Braeside Park,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
Stage three biodiversity and habitat improvement works / Braeside Park,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,NA
