correct_name,provided_name,search_term,common_name,state,lga,shape,list_name
Fomitopsis pinicola,Fomitopsis pinicola (Sw.:Fr) P. Karst. 1881,Ungulina marginata,"Brown Cubical Rot, Brown Crumbly Rot",WA,NA,NA,WA_PlantPathogen
Fomitopsis pinicola,Fomitopsis pinicola (Sw.:Fr) P. Karst. 1881,Fomes marginatus,"Brown Cubical Rot, Brown Crumbly Rot",WA,NA,NA,WA_PlantPathogen
Fomitopsis pinicola,Fomitopsis pinicola (Sw.:Fr) P. Karst. 1881,Fomes pinicola,"Brown Cubical Rot, Brown Crumbly Rot",WA,NA,NA,WA_PlantPathogen
Guignardia bidwellii,Guignardia bidwellii (Ellis) Viala & Ravaz 1892,Guignardia bidwellii,"Black Rot, Bitter/Ripe Rot, Necrotic Fleck",WA,NA,NA,WA_PlantPathogen
Guignardia mangiferae,Guignardia mangiferae A.J. Roy 1968,Guignardia mangiferae,Fruit Rot,WA,NA,NA,WA_PlantPathogen
Broad bean wilt virus 1,Broad bean wilt virus 1 (BBWV1),Broad bean wilt virus 1,NA,WA,NA,NA,WA_PlantPathogen
Lambertella pruni,"Lambertella pruni Whetzel, Zeller & Dumont 1971",Lambertella pruni,Fruit Rot,WA,NA,NA,WA_PlantPathogen
Gluconacetobacter liquefaciens,Gluconacetobacter liquefaciens (Asai 1935) Yamada et al. 1998,Gluconacetobacter liquefaciens,Pink Disease,WA,NA,NA,WA_PlantPathogen
Gluconacetobacter liquefaciens,Gluconacetobacter liquefaciens (Asai 1935) Yamada et al. 1998,Acetobacter aceti subsp. Liquefaciens,Pink Disease,WA,NA,NA,WA_PlantPathogen
Gluconacetobacter liquefaciens,Gluconacetobacter liquefaciens (Asai 1935) Yamada et al. 1998,Acetobacter liquefaciens,Pink Disease,WA,NA,NA,WA_PlantPathogen
Fusarium poae,Fusarium poae (Peck) Wollenw. 1913,Fusarium poae,"Fusarium Head Blight, Chrysanthemum Spp. Bud Rot",WA,NA,NA,WA_PlantPathogen
Fusarium poae,Fusarium poae (Peck) Wollenw. 1913,Sporotrichum poae,"Fusarium Head Blight, Chrysanthemum Spp. Bud Rot",WA,NA,NA,WA_PlantPathogen
Fusarium poae,Fusarium poae (Peck) Wollenw. 1913,Fusarium sporotrichiella var. poae,"Fusarium Head Blight, Chrysanthemum Spp. Bud Rot",WA,NA,NA,WA_PlantPathogen
Fusarium poae,Fusarium poae (Peck) Wollenw. 1913,Fusarium tricinctum f. poae,"Fusarium Head Blight, Chrysanthemum Spp. Bud Rot",WA,NA,NA,WA_PlantPathogen
Heterodera cajani,Heterodera cajani Koshy 1967,Heterodera cajani,Pigeon Pea Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera cajani,Heterodera cajani Koshy 1967,Heterodera vigni,Pigeon Pea Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne naasi,Meloidogyne naasi Franklin 1965,Meloidogyne naasi,Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Ophiostoma novoulmi,Ophiostoma novoulmi Brasier 1991,Ophiostoma novoulmi,"Laurel Wilt Fungus, Ambrosia Disease",WA,NA,NA,WA_PlantPathogen
Heterodera carotae,Heterodera carotae Jones 1950,Heterodera carotae,Carrot Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera cruciferae,Heterodera cruciferae Franklin 1945,Heterodera cruciferae,"Cabbage Cyst Nematode, Brassica Root Nematode",WA,NA,NA,WA_PlantPathogen
Globodera pallida,Globodera pallida (Stone 1973) Behrens 1975,Globodera pallida,"White Potato Cyst Nematode, Pale Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Globodera pallida,Globodera pallida (Stone 1973) Behrens 1975,Heterodera pallida,"White Potato Cyst Nematode, Pale Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Globodera rostochiensis,Globodera rostochiensis Wollenweber 1923,Globodera rostochiensis,"Yellow Potato Cyst Nematode, Golden Potato Cyst Nematode, Golden Nematode, Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Globodera rostochiensis,Globodera rostochiensis Wollenweber 1923,Heterodera rostochiensis,"Yellow Potato Cyst Nematode, Golden Potato Cyst Nematode, Golden Nematode, Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Globodera rostochiensis,Globodera rostochiensis Wollenweber 1923,Heterodera schachtii rostochiensis,"Yellow Potato Cyst Nematode, Golden Potato Cyst Nematode, Golden Nematode, Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Globodera rostochiensis,Globodera rostochiensis Wollenweber 1923,Heterodera schachtii solani,"Yellow Potato Cyst Nematode, Golden Potato Cyst Nematode, Golden Nematode, Potato Cyst Nematode",WA,NA,NA,WA_PlantPathogen
Fomes fomentarius,Fomes fomentarius (L.:Fr) J.J. Kickx 1867,Fomes fomentarius,"Trunk Rot, Hoof Fungus",WA,NA,NA,WA_PlantPathogen
Fomitopsis rosea,Fomitopsis rosea (Albertini & Schwein.) P. Karst. 1881,Fomitopsis rosea,NA,WA,NA,NA,WA_PlantPathogen
Fomitopsis rosea,Fomitopsis rosea (Albertini & Schwein.) P. Karst. 1881,Trametes carnea,NA,WA,NA,NA,WA_PlantPathogen
Fomitopsis rosea,Fomitopsis rosea (Albertini & Schwein.) P. Karst. 1881,Fomes roseus,NA,WA,NA,NA,WA_PlantPathogen
Leifsonia xyli xyli,"Leifsonia xyli subsp. xyli (Davis et al. 1984) Evtushenko, Dorofeeva, Subbotin, Cole & Tiedje 2000",Leifsonia xyli xyli,"Ratoon Stunting Disease, Sugar Cane Ratoon Stunting Virus",WA,NA,NA,WA_PlantPathogen
Leifsonia xyli xyli,"Leifsonia xyli subsp. xyli (Davis et al. 1984) Evtushenko, Dorofeeva, Subbotin, Cole & Tiedje 2000",Sugarcane ratoon stunting virus,"Ratoon Stunting Disease, Sugar Cane Ratoon Stunting Virus",WA,NA,NA,WA_PlantPathogen
Leifsonia xyli xyli,"Leifsonia xyli subsp. xyli (Davis et al. 1984) Evtushenko, Dorofeeva, Subbotin, Cole & Tiedje 2000",Clavibacter xyli subsp. xyli,"Ratoon Stunting Disease, Sugar Cane Ratoon Stunting Virus",WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Monographella cucumerina,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Cephalosporium ciferrii,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Plectosphaerella cucumerina,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Venturia cucumerina,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Micronectriella cucumeris,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Plectosphaerella cucumeris,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Cephalosporiopsis imperfecta,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Cephalosporium tabacinum,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Fusarium tabacinum,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Microdochium tabacinum,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Monographella cucumerina,Monographella cucumerina (Lindf.) Arx 1984,Plectosporium tabacinum,Microdochium Blight,WA,NA,NA,WA_PlantPathogen
Meloidogyne artiellia,Meloidogyne artiellia Franklin 1961,Meloidogyne artiellia,British Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera elachista,Heterodera elachista Ohshima 1974,Heterodera elachista,a Rice Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera glycines,Heterodera glycines Ichinohe 1952,Heterodera glycines,Soybean Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera oryzicola,Heterodera oryzicola Rao & Jayaprakash 1978,Heterodera oryzicola,a Rice Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera zeae,"Heterodera zeae Koshy, Swarup & Sethi 1971",Heterodera zeae,Corn Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Issatchenkia scutulata,"Issatchenkia scutulata (Phaff, M.W. Mill. & M. Miranda) Kurtzman, M.J. Smiley & C.J. Johnson 1980",Issatchenkia scutulata,Sour Rot,WA,NA,NA,WA_PlantPathogen
Rice ragged stunt virus,Rice ragged stunt virus (RRSV),Rice ragged stunt virus,NA,WA,NA,NA,WA_PlantPathogen
Meloidogyne kongi,"Meloidogyne kongi Yang, Wang, & Feng 1988",Meloidogyne kongi,a Citrus Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Neodolichodorus australis,Neodolichodorus australis Hodda & Nambiar 2005,Neodolichodorus australis,NA,WA,NA,NA,WA_PlantPathogen
Monographella nivalis,Monographella nivalis var. nivalis (Schaffnit) E. Müll. 1977,Monographella nivalis,NA,WA,NA,NA,WA_PlantPathogen
Monosporascus cannonballus,Monosporascus cannonballus Pollack & Uecker 1974,Monosporascus cannonballus,Root Rot,WA,NA,NA,WA_PlantPathogen
Meloidogyne donghaiensis,"Meloidogyne donghaiensis Zheng, Lin, & Zheng 1990",Meloidogyne donghaiensis,"a Citrus Rootknot Nematode, Donghai Rootknot Nematode",WA,NA,NA,WA_PlantPathogen
Meloidogyne indica,Meloidogyne indica Whitehead 1968,Meloidogyne indica,a Citrus Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera sacchari,Heterodera sacchari Luc & Merny 1963,Heterodera sacchari,Sugarcane Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Banana bunchy top virus,Banana bunchy top virus (BBTV),Banana bunchy top virus,NA,WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Nacobbus aberrans,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Anguillulina aberrans,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Pratylenchus aberrans,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Nacobbus batatiformis,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Nacobbus serendipiticus,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Nacobbus aberrans,Nacobbus aberrans (Thorne 1935) Thorne & Allen 1944,Nacobbus serendipiticus bolivianus,"False Rootknot Nematode, Potato Rosary Nematode",WA,NA,NA,WA_PlantPathogen
Tobacco necrosis virus A,Tobacco necrosis virus A (TNVA),Tobacco necrosis virus A,NA,WA,NA,NA,WA_PlantPathogen
Tobacco necrosis virus B,Tobacco necrosis virus B (TNVB),Tobacco necrosis virus B,NA,WA,NA,NA,WA_PlantPathogen
Meloidogyne brevicauda,Meloidogyne brevicauda Loos 1953,Meloidogyne brevicauda,Indian Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne chitwoodi,"Meloidogyne chitwoodi Golden, O'Bannon, Santo & Finley 1980",Meloidogyne chitwoodi,Columbia Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera ciceri,"Heterodera ciceri Vovlas, Greco & Di Vito 1985",Heterodera ciceri,Chickpea Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Longidorus elongatus,Longidorus elongatus de Man 1876,Longidorus elongatus,Needle Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne acronea,Meloidogyne acronea Coetzee 1956,Meloidogyne acronea,African Cotton Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne citri,"Meloidogyne citri Zhang, Gao, & Weng 1990",Meloidogyne citri,a Citrus Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne coffeicola,Meloidogyne coffeicola Lordello & Zamith 1960,Meloidogyne coffeicola,a Coffee Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne paranaensis,"Meloidogyne paranaensis Carneiro, Carneiro, Abrantes, Santos, & Almeida. 1996",Meloidogyne paranaensis,Parana Coffee Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne jianyangensis,"Meloidogyne jiangyangensis Yang, Hu, Chen & Zhu 1990",Meloidogyne jianyangensis,a Citrus Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Geotrichum candidum citriaurantii,Geotrichum candidum var. citriaurantii (Ferraris) R. Ciferri & F. Cif. 1955,Geotrichum candidum citriaurantii,Citrus Sour Rot,WA,NA,NA,WA_PlantPathogen
Geotrichum candidum citriaurantii,Geotrichum candidum var. citriaurantii (Ferraris) R. Ciferri & F. Cif. 1955,Oospora citriaurantii,Citrus Sour Rot,WA,NA,NA,WA_PlantPathogen
Globodera tabacum,Globodera tabacum (Lownsbery & Lownsbery 1954) Behrens 1975,Globodera tabacum,Tobacco Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Globodera tabacum,Globodera tabacum (Lownsbery & Lownsbery 1954) Behrens 1975,Globodera virginiae,Tobacco Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Strawberry latent ringspot virus,Strawberry latent ringspot virus (SLRSV),Strawberry latent ringspot virus,NA,WA,NA,NA,WA_PlantPathogen
Strawberry latent ringspot virus,Strawberry latent ringspot virus (SLRSV),Nepovirus Aesculus line pattern virus,NA,WA,NA,NA,WA_PlantPathogen
Strawberry latent ringspot virus,Strawberry latent ringspot virus (SLRSV),Aesculus line pattern virus,NA,WA,NA,NA,WA_PlantPathogen
Strawberry latent ringspot virus,Strawberry latent ringspot virus (SLRSV),Nepovirus Rhubarb virus 5,NA,WA,NA,NA,WA_PlantPathogen
Strawberry latent ringspot virus,Strawberry latent ringspot virus (SLRSV),Rhubarb virus 5,NA,WA,NA,NA,WA_PlantPathogen
Nalanthamala diospyri,Nalanthamala diospyri (Crand.) Schroers & M.J. Wingf. 2005,Nalanthamala diospyri,Wilt,WA,NA,NA,WA_PlantPathogen
Nalanthamala diospyri,Nalanthamala diospyri (Crand.) Schroers & M.J. Wingf. 2005,Acremonium diospryi,Wilt,WA,NA,NA,WA_PlantPathogen
Nalanthamala diospyri,Nalanthamala diospyri (Crand.) Schroers & M.J. Wingf. 2005,Cephalosporium diospyri,Wilt,WA,NA,NA,WA_PlantPathogen
Nepovirus Peach rosette mosaic virus,Nepovirus Peach rosette mosaic virus,Nepovirus Peach rosette mosaic virus,"PRMV, Peach Rosette Mosaic Virus",WA,NA,NA,WA_PlantPathogen
Mycosphaerella eumusae,Mycosphaerella eumusae Crous & Mourichon 2002,Mycosphaerella eumusae,Eumusae Leaf Spot,WA,NA,NA,WA_PlantPathogen
Cherry leaf roll virus,Cherry leaf roll virus (CLRV),Cherry leaf roll virus,NA,WA,NA,NA,WA_PlantPathogen
Potato virus Y necrotic strain,Potato virus Y necrotic strain (PVYn),Potato virus Y necrotic strain,NA,WA,NA,NA,WA_PlantPathogen
Plicaturopsis crispa,Plicaturopsis crispa (Pers.) D.A. Reid 1964,Plicaturopsis crispa,NA,WA,NA,NA,WA_PlantPathogen
Phytoplasma,Candidatus Phytoplasma mali Seemüller & Schneider 2004,Phytoplasma,Apple Proliferation Phytoplasma,WA,NA,NA,WA_PlantPathogen
Chrysanthemum stunt viroid,Chrysanthemum stunt viroid (CSVd),Chrysanthemum stunt viroid,NA,WA,NA,NA,WA_PlantPathogen
Macrophomina,"Macrophomina diospyricola (Author, year not cited)",Macrophomina,Fruit Rot,WA,NA,NA,WA_PlantPathogen
Heterodera goettingiana,Heterodera goettingiana Liebscher 1892,Heterodera goettingiana,Pea Cyst Eelworm,WA,NA,NA,WA_PlantPathogen
Heterodera oryzae,Heterodera oryzae Luc & Berdon Brizuela 1961,Heterodera oryzae,a Rice Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Heterodera latipons,Heterodera latipons Franklin 1969,Heterodera latipons,a Cereal Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,"Western Peach X Disease, Peach X Disease Phytoplasma, Peach Xdisease, Potato Purple Top",WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,Peach rosette phytoplasma,"Western Peach X Disease, Peach X Disease Phytoplasma, Peach Xdisease, Potato Purple Top",WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,Phytoplasma Peach X-disease,"Western Peach X Disease, Peach X Disease Phytoplasma, Peach Xdisease, Potato Purple Top",WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,X-disease phytoplasma,"Western Peach X Disease, Peach X Disease Phytoplasma, Peach Xdisease, Potato Purple Top",WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma pruni,Candidatus Phytoplasma pruni,Peach yellows phytoplasma,"Western Peach X Disease, Peach X Disease Phytoplasma, Peach Xdisease, Potato Purple Top",WA,NA,NA,WA_PlantPathogen
Nepovirus Tobacco ringspot virus,Nepovirus Tobacco ringspot virus (TRSV),Nepovirus Tobacco ringspot virus,NA,WA,NA,NA,WA_PlantPathogen
Meloidogyne mali,"Meloidogyne mali Itoh, Ohshima & Ichinoe 1969",Meloidogyne mali,a Rootknot Nematode,WA,NA,NA,WA_PlantPathogen
Asparagus virus 2,Asparagus virus 2 (AV2),Asparagus virus 2,NA,WA,NA,NA,WA_PlantPathogen
Tobacco streak virus,Tobacco streak virus (TSV),Tobacco streak virus,NA,WA,NA,NA,WA_PlantPathogen
Nepovirus Grapevine fanleaf virus,Nepovirus Grapevine fanleaf virus (GFLV),Nepovirus Grapevine fanleaf virus,Grapevine Fanleaf Virus,WA,NA,NA,WA_PlantPathogen
Nectria cinnabarina,Nectria cinnabarina (Tode) Fr. 1849,Nectria cinnabarina,"Dieback, Canker Apple, Twig Blight, Coral Spot Fungus",WA,NA,NA,WA_PlantPathogen
Nectria cinnabarina,Nectria cinnabarina (Tode) Fr. 1849,Tubercularia vulgaris,"Dieback, Canker Apple, Twig Blight, Coral Spot Fungus",WA,NA,NA,WA_PlantPathogen
Cotton leafroll dwarf virus,Cotton leafroll dwarf virus (CLRDV),Cotton leafroll dwarf virus,Blue Disease of Cotton,WA,NA,NA,WA_PlantPathogen
Cherry rasp leaf virus,Cherry rasp leaf virus (CRLV),Cherry rasp leaf virus,NA,WA,NA,NA,WA_PlantPathogen
Barley stripe mosaic virus,Barley stripe mosaic virus (BSMV),Barley stripe mosaic virus,Barley Stripe Mosaic Virus,WA,NA,NA,WA_PlantPathogen
Oculimacula yallundae,Oculimacula yallundae (Wallwork & Spooner) Crous & W. Gams 2003,Oculimacula yallundae,Eyespot,WA,NA,NA,WA_PlantPathogen
Oculimacula yallundae,Oculimacula yallundae (Wallwork & Spooner) Crous & W. Gams 2003,Pseudocercosporella herpotrichoides,Eyespot,WA,NA,NA,WA_PlantPathogen
Oculimacula yallundae,Oculimacula yallundae (Wallwork & Spooner) Crous & W. Gams 2003,Ramulispora herpotrichoides,Eyespot,WA,NA,NA,WA_PlantPathogen
Oculimacula yallundae,Oculimacula yallundae (Wallwork & Spooner) Crous & W. Gams 2003,Tapesia yallundae,Eyespot,WA,NA,NA,WA_PlantPathogen
Columnea latent viroid,Columnea latent viroid (CLVd),Columnea latent viroid,NA,WA,NA,NA,WA_PlantPathogen
Potato spindle tuber viroid,Potato spindle tuber viroid (PSTVd),Potato spindle tuber viroid,PSTVd,WA,NA,NA,WA_PlantPathogen
Potato spindle tuber viroid,Potato spindle tuber viroid (PSTVd),Potato spindle tuber virus,PSTVd,WA,NA,NA,WA_PlantPathogen
Pratylenchus fallax,Pratylenchus fallax Seinhorst 1968,Pratylenchus fallax,a Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Asparagus virus 1,Asparagus virus 1 (AV1),Asparagus virus 1,NA,WA,NA,NA,WA_PlantPathogen
Phytophthora sojae,Phytophthora sojae Kaufm. & Gerd. 1958,Phytophthora sojae,Phytophthora Rot Root/Stem,WA,NA,NA,WA_PlantPathogen
Phytophthora sojae,Phytophthora sojae Kaufm. & Gerd. 1958,Phytophthora megasperma f.sp. glycines,Phytophthora Rot Root/Stem,WA,NA,NA,WA_PlantPathogen
Phytophthora sojae,Phytophthora sojae Kaufm. & Gerd. 1958,Phytophthora megasperma var. sojae,Phytophthora Rot Root/Stem,WA,NA,NA,WA_PlantPathogen
Palm lethal yellowing phytoplasmas,Palm lethal yellowing phytoplasmas,Palm lethal yellowing phytoplasmas,"Coconut Lethal Disease, Awka Disease, Cape St. Paul Wilt, Coconut Lethal Yellowing, Texas Phoenix Palm Decline, Bogia Coconut Syndrome, Banana Wilt Associated Phytoplasma, Coconut Lethal Yellowing Tanzania",WA,NA,NA,WA_PlantPathogen
Palm lethal yellowing phytoplasmas,Palm lethal yellowing phytoplasmas,Palm lethal yellowing phytoplasma,"Coconut Lethal Disease, Awka Disease, Cape St. Paul Wilt, Coconut Lethal Yellowing, Texas Phoenix Palm Decline, Bogia Coconut Syndrome, Banana Wilt Associated Phytoplasma, Coconut Lethal Yellowing Tanzania",WA,NA,NA,WA_PlantPathogen
Neofabraea perennans,Neofabraea perennans Kienholz 1939,Neofabraea perennans,Apple Anthracnose,WA,NA,NA,WA_PlantPathogen
Neofabraea perennans,Neofabraea perennans Kienholz 1939,Pezicula perennans,Apple Anthracnose,WA,NA,NA,WA_PlantPathogen
Dothistroma septosporum,Dothistroma septosporum (Dorog.) M. Morelet (1968),Dothistroma septosporum,Dothistroma Needle Blight,WA,NA,NA,WA_PlantPathogen
Dothistroma septosporum,Dothistroma septosporum (Dorog.) M. Morelet (1968),Scirrhia pini,Dothistroma Needle Blight,WA,NA,NA,WA_PlantPathogen
Dothistroma septosporum,Dothistroma septosporum (Dorog.) M. Morelet (1968),Cytosporina septospora,Dothistroma Needle Blight,WA,NA,NA,WA_PlantPathogen
Dothistroma septosporum,Dothistroma septosporum (Dorog.) M. Morelet (1968),Dothistroma septospora,Dothistroma Needle Blight,WA,NA,NA,WA_PlantPathogen
Dothistroma septosporum,Dothistroma septosporum (Dorog.) M. Morelet (1968),Mycosphaerella pini,Dothistroma Needle Blight,WA,NA,NA,WA_PlantPathogen
Punctodera punctata,"Punctodera punctata (Thorne, 1928) Mulvey & Stone 1976",Punctodera punctata,Grass Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Punctodera punctata,"Punctodera punctata (Thorne, 1928) Mulvey & Stone 1976",Heterodera punctata,Grass Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Banana bract mosaic virus,Banana bract mosaic virus (BBrMV),Banana bract mosaic virus,Banana Bract Mosaic Disease,WA,NA,NA,WA_PlantPathogen
Potyvirus Papaya ringspot virus Type P,Potyvirus Papaya ringspot virus 'Type P' (PRSVP),Potyvirus Papaya ringspot virus Type P,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Plum pox virus,Potyvirus Plum pox virus,Potyvirus Plum pox virus,"Sharka, PPV, Plum Pox",WA,NA,NA,WA_PlantPathogen
Pratylenchus hexincisus,Pratylenchus hexincisus Taylor & Jenkins 1957,Pratylenchus hexincisus,NA,WA,NA,NA,WA_PlantPathogen
Pepino mosaic virus,Pepino mosaic virus (PepMV),Pepino mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Peanut clump virus,Peanut clump virus (PCV),Peanut clump virus,NA,WA,NA,NA,WA_PlantPathogen
Peanut clump virus,Peanut clump virus (PCV),Indian peanut clump virus,NA,WA,NA,NA,WA_PlantPathogen
Polymyxa graminis,Polymyxa graminis Ledingham 1939,Polymyxa graminis,NA,WA,NA,NA,WA_PlantPathogen
Potato aucuba mosaic virus,Potato aucuba mosaic virus (PAMV),Potato aucuba mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Podosphaera tridactyla,Podosphaera tridactyla (Wallr.) de Bary 1870,Podosphaera tridactyla,Plum Powdery Mildew,WA,NA,NA,WA_PlantPathogen
Mycosphaerella perseae,Mycosphaerella perseae Miles 1917,Mycosphaerella perseae,"Leaf Spot, Silver Spot",WA,NA,NA,WA_PlantPathogen
Monilinia fructigena,Monilinia fructigena Honey 1945,Monilinia fructigena,Brown Rot,WA,NA,NA,WA_PlantPathogen
Monilinia fructigena,Monilinia fructigena Honey 1945,Monilia fructigena,Brown Rot,WA,NA,NA,WA_PlantPathogen
Monilinia fructigena,Monilinia fructigena Honey 1945,Sclerotinia fructigena,Brown Rot,WA,NA,NA,WA_PlantPathogen
Monilinia fructigena,Monilinia fructigena Honey 1945,Stromatinia fructigena,Brown Rot,WA,NA,NA,WA_PlantPathogen
Paratylenchus hamatus,Paratylenchus hamatus Thorne and Allen 1950,Paratylenchus hamatus,Pin Nematode,WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Mycosphaerella fijiensis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Cercospora fijiensis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Paracercospora fijiensis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Pseudocercospora fijiensis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Cercospora fijiensis var. difformis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Mycosphaerella fijiensis var. difformis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Paracercospora fijiensis var. difformis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Mycosphaerella fijiensis,Mycosphaerella fijiensis M. Morelet 1969,Mycosphaerella fijiensis var. fijiensis,"Sigatoka Disease, Black Sigatoka",WA,NA,NA,WA_PlantPathogen
Phytophthora meadii,Phytophthora meadii McRae 1918,Phytophthora meadii,Rubber Leaf Drop,WA,NA,NA,WA_PlantPathogen
Grapevine flavescence doree phytoplasma,Grapevine flavescence doree phytoplasma,Grapevine flavescence doree phytoplasma,NA,WA,NA,NA,WA_PlantPathogen
Alternaria triticina,Alternaria triticina Prasada & Prabhu 1963,Alternaria triticina,Leaf Blight,WA,NA,NA,WA_PlantPathogen
Oculimacula acuformis,"Oculimacula acuformis (Boerema, R. Pieters & Hamers) Crous & W. Gams 2003",Oculimacula acuformis,Eyespot,WA,NA,NA,WA_PlantPathogen
