correct_name,provided_name,search_term,common_name,state,lga,shape,list_name
Phomopsis sclerotioides,Phomopsis sclerotioides Kesteren 1967,Phomopsis sclerotioides,Black Root Rot,WA,NA,NA,WA_PlantPathogen
Macrophoma mangiferae,Macrophoma mangiferae Hing. & O.P. Sharma 1957,Macrophoma mangiferae,"Macrophoma Rot, Macrophoma Blight, Macrophoma Spot",WA,NA,NA,WA_PlantPathogen
Potyvirus Potato virus A (PVA),Potyvirus Potato virus A (PVA),Potyvirus Potato virus A (PVA),NA,WA,NA,NA,WA_PlantPathogen
Pythium sylvaticum,Pythium sylvaticum W.A. Campb. & F.F. Hendrix 1967,Pythium sylvaticum,"Forking, Brown Root, Cavity Spot, Damping Off",WA,NA,NA,WA_PlantPathogen
Phakopsora euvitis,Phakopsora euvitis Y. Ono 2000,Phakopsora euvitis,Leaf Rust,WA,NA,NA,WA_PlantPathogen
Pestalotia diospyri,Pestalotia diospyri Syd. & P. Syd. 1913,Pestalotia diospyri,Leaf Spot,WA,NA,NA,WA_PlantPathogen
Pestalotia diospyri,Pestalotia diospyri Syd. & P. Syd. 1913,Pestalotiopsis diospyri,Leaf Spot,WA,NA,NA,WA_PlantPathogen
Puccinia purpurea,Puccinia purpurea Cooke 1876,Puccinia purpurea,Rust,WA,NA,NA,WA_PlantPathogen
Puccinia striiformis,Puccinia striiformis f.sp. hordei Eriksson 1894,Puccinia striiformis,Barley Stripe Rust,WA,NA,NA,WA_PlantPathogen
Phytophthora porri,Phytophthora porri Foister 1931,Phytophthora porri,"Leaf Blight, Shanking, White Tip Disease, Leaf Dieback, Crown Collar and Root Rot",WA,NA,NA,WA_PlantPathogen
Phytophthora ramorum,"Phytophthora ramorum Werres, De Cock & Man in 't Veld 2001",Phytophthora ramorum,Sudden Oak Death,WA,NA,NA,WA_PlantPathogen
Polyscytalum pustulans,Polyscytalum pustulans (M.N. Owen & Wakef.) M.B. Ellis 1976,Polyscytalum pustulans,Skin Spot,WA,NA,NA,WA_PlantPathogen
Polyscytalum pustulans,Polyscytalum pustulans (M.N. Owen & Wakef.) M.B. Ellis 1976,Polyscytalum pustaulans,Skin Spot,WA,NA,NA,WA_PlantPathogen
Polyscytalum pustulans,Polyscytalum pustulans (M.N. Owen & Wakef.) M.B. Ellis 1976,Oospora pustulans,Skin Spot,WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,"Pseudomonas syringae pv. persicae (Prunier, Luisetti & Gardan 1970) Young, Dye & Wilkie 1978",Pseudomonas syringae,"Bacterial Decline, Peach Dieback",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,"Pseudomonas syringae pv. persicae (Prunier, Luisetti & Gardan 1970) Young, Dye & Wilkie 1978",Pseudomonas morsprunorum f.sp. persicae,"Bacterial Decline, Peach Dieback",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young et al. 1978,Pseudomonas syringae,"Bacterial Canker, Leaf Spot, Shoot Wilt, Gummosis, Blossom Blast",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. morsprunorum (Wormald 1931) Young et al. 1978,Pseudomonas morsprunorum,"Bacterial Canker, Leaf Spot, Shoot Wilt, Gummosis, Blossom Blast",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. papulans (Rose 1917) Dhanvantari 1977,Pseudomonas syringae,"Canker, Blister Spot, Bark Blister",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. actinidiae Takikawa et al. 1989 Biovar 1,Pseudomonas syringae,"Bacterial Canker, Psa1",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. actinidiae Takikawa et al. 1989 Biovar 1,Pseudomonas syringae pv. Actinidiae,"Bacterial Canker, Psa1",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. actinidiae Takikawa et al. 1989 Biovar 2,Pseudomonas syringae,"Bacterial Canker, Psa2",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,Pseudomonas syringae pv. actinidiae Takikawa et al. 1989 Biovar 2,Pseudomonas syringae pv. actinidiae,"Bacterial Canker, Psa2",WA,NA,NA,WA_PlantPathogen
Pseudomonas syringae,"Pseudomonas syringae pv. apii (Jagger 1921) Young, Dye & Wilkie 1978",Pseudomonas syringae,Bacterial Leaf Blight,WA,NA,NA,WA_PlantPathogen
Diaporthe ampelina,"Diaporthe ampelina (Berkeley & M.A. Curtis) R.R. Gomes, C. Glienke & Crous 2013",Diaporthe ampelina,Phomopsis Cane and Leaf Spot,WA,NA,NA,WA_PlantPathogen
Diaporthe ampelina,"Diaporthe ampelina (Berkeley & M.A. Curtis) R.R. Gomes, C. Glienke & Crous 2013",Phoma viticola,Phomopsis Cane and Leaf Spot,WA,NA,NA,WA_PlantPathogen
Diaporthe ampelina,"Diaporthe ampelina (Berkeley & M.A. Curtis) R.R. Gomes, C. Glienke & Crous 2013",Phomopsis viticola,Phomopsis Cane and Leaf Spot,WA,NA,NA,WA_PlantPathogen
Phaeoacremonium inflatipes,"Phaeoacremonium inflatipes W. Gams, Crous & M.J. Wingf. 1996",Phaeoacremonium inflatipes,Petri Disease,WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Pseudocercospora vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Mycosphaerella personata,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Cercospora viticola,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Cladosporium viticola,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Cladosporium viticolum,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Cercospora vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Cladosporium vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Isariopsis vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Phaeoisariopsis vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Pseudocercospora vitis,Pseudocercospora vitis (Lév.) Speg. 1910,Septonema vitis,"Leaf Blight, Isariopsis Leaf Spot",WA,NA,NA,WA_PlantPathogen
Phanerochaete arizonica,Phanerochaete arizonica Burds. & Gilb. 1974,Phanerochaete arizonica,White Rot,WA,NA,NA,WA_PlantPathogen
Chilli veinal mottle virus,Chilli veinal mottle virus (ChiVMV),Chilli veinal mottle virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Peanut mottle virus,Potyvirus Peanut mottle virus (PeMoV),Potyvirus Peanut mottle virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Peanut mottle virus,Potyvirus Peanut mottle virus (PeMoV),Potyvirus Groundnut mottle virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Peanut mottle virus,Potyvirus Peanut mottle virus (PeMoV),Potyvirus Peanut mild mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Peanut mottle virus,Potyvirus Peanut mottle virus (PeMoV),Potyvirus Peanut severe mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Sugarcane mosaic virus,Potyvirus Sugarcane mosaic virus (SCMV),Potyvirus Sugarcane mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Potyvirus Sugarcane mosaic virus,Potyvirus Sugarcane mosaic virus (SCMV),Potyvirus Abaca mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Meloidogyne ethiopica,Meloidogyne ethiopica Whitehead 1968,Meloidogyne ethiopica,Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Meloidogyne fujianensis,Meloidogyne fujianensis Pan 1985,Meloidogyne fujianensis,a Citrus Root Knot Nematode,WA,NA,NA,WA_PlantPathogen
Spiroplasma citri,Spiroplasma citri Saglio et al. 1973,Spiroplasma citri,"Stubborn Disease, Brittle Root of Horseradish, Little Leaf of Citrus, Acorn Disease",WA,NA,NA,WA_PlantPathogen
Pyrenopeziza brassicae,Pyrenopeziza brassicae B. Sutton & Rawl. 1979,Pyrenopeziza brassicae,Light Leaf Spot,WA,NA,NA,WA_PlantPathogen
Pyrenopeziza brassicae,Pyrenopeziza brassicae B. Sutton & Rawl. 1979,Colletotrichum concentricum,Light Leaf Spot,WA,NA,NA,WA_PlantPathogen
Pyrenopeziza brassicae,Pyrenopeziza brassicae B. Sutton & Rawl. 1979,Cylindrosporium concentricum,Light Leaf Spot,WA,NA,NA,WA_PlantPathogen
Pyrenopeziza brassicae,Pyrenopeziza brassicae B. Sutton & Rawl. 1979,Gloeosporium concentricum,Light Leaf Spot,WA,NA,NA,WA_PlantPathogen
Arabis mosaic virus,Arabis mosaic virus (ArMV),Arabis mosaic virus,Hop Barebine,WA,NA,NA,WA_PlantPathogen
Phytophthora fragariae,Phytophthora fragariae Hickman 1940,Phytophthora fragariae,Red Stele Root Rot,WA,NA,NA,WA_PlantPathogen
Phytophthora fragariae fragariae,Phytophthora fragariae var. fragariae Hickman 1940,Phytophthora fragariae fragariae,Red Stele Root Rot,WA,NA,NA,WA_PlantPathogen
Phytophthora syringae,Phytophthora syringae (Kleb.) Kleb. 1909,Phytophthora syringae,"Collar Rot, Leaf Spot, Root Rot, Fruit Rot, Downy Mildew, Twig Blight, Gummosis Stem Canker, Wilt, Crown Rot, Shoot Dieback, Phytophthora Root Rot, Phytophthora Crown Rot",WA,NA,NA,WA_PlantPathogen
Phytophthora syringae,Phytophthora syringae (Kleb.) Kleb. 1909,Nozemia syringae,"Collar Rot, Leaf Spot, Root Rot, Fruit Rot, Downy Mildew, Twig Blight, Gummosis Stem Canker, Wilt, Crown Rot, Shoot Dieback, Phytophthora Root Rot, Phytophthora Crown Rot",WA,NA,NA,WA_PlantPathogen
Phytophthora syringae,Phytophthora syringae (Kleb.) Kleb. 1909,Phloeophthora syringae,"Collar Rot, Leaf Spot, Root Rot, Fruit Rot, Downy Mildew, Twig Blight, Gummosis Stem Canker, Wilt, Crown Rot, Shoot Dieback, Phytophthora Root Rot, Phytophthora Crown Rot",WA,NA,NA,WA_PlantPathogen
Sphaceloma perseae,Sphaceloma perseae Jenkins 1934,Sphaceloma perseae,Scab,WA,NA,NA,WA_PlantPathogen
Punctodera chalcoensis,"Punctodera chalcoensis Stone, Sosa Moss & Mulvey 1976",Punctodera chalcoensis,Mexican Corn Cyst Nematode,WA,NA,NA,WA_PlantPathogen
Pythium violae,Pythium violae Chesters & Hickman 1944,Pythium violae,Cavity Spot,WA,NA,NA,WA_PlantPathogen
Peronosclerospora sorghi,Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw 1978,Peronosclerospora sorghi,Downy Mildew,WA,NA,NA,WA_PlantPathogen
Peronosclerospora sorghi,Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw 1978,Sclerospora andropogonissorghi,Downy Mildew,WA,NA,NA,WA_PlantPathogen
Peronosclerospora sorghi,Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw 1978,Sorosporium andropogonissorghi,Downy Mildew,WA,NA,NA,WA_PlantPathogen
Peronosclerospora sorghi,Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw 1978,Sclerospora graminicola var. andropogonissorghi,Downy Mildew,WA,NA,NA,WA_PlantPathogen
Peronosclerospora sorghi,Peronosclerospora sorghi (W. Weston & Uppal) C.G. Shaw 1978,Sclerospora sorghi,Downy Mildew,WA,NA,NA,WA_PlantPathogen
Zygotylenchus guevarai,Zygotylenchus guevarai (Tobar Jiménez 1963) Braun & Loof 1966,Zygotylenchus guevarai,Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Zygotylenchus guevarai,Zygotylenchus guevarai (Tobar Jiménez 1963) Braun & Loof 1966,Zygotylenchus browni,Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Zygotylenchus guevarai,Zygotylenchus guevarai (Tobar Jiménez 1963) Braun & Loof 1966,Zygotylenchus gallicus,Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Zygotylenchus guevarai,Zygotylenchus guevarai (Tobar Jiménez 1963) Braun & Loof 1966,Pratylenchoides guevarai,Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Xylophilus ampelinus,"Xylophilus ampelinus (Panagopoulos 1969) Willems, Gillis, Kersters, Van den Broecke & De Ley 1987",Xylophilus ampelinus,"Canker, Bacterial Blight",WA,NA,NA,WA_PlantPathogen
Xylophilus ampelinus,"Xylophilus ampelinus (Panagopoulos 1969) Willems, Gillis, Kersters, Van den Broecke & De Ley 1987",Xanthomonas ampelina,"Canker, Bacterial Blight",WA,NA,NA,WA_PlantPathogen
Rotylenchulus macrodoratus,"Rotylenchulus macrodoratus Dasgupta, Raski & Sher 1968",Rotylenchulus macrodoratus,a Reniform Nematode,WA,NA,NA,WA_PlantPathogen
Venturia cerasi,Venturia cerasi Aderh. 1900,Venturia cerasi,Cherry Scab,WA,NA,NA,WA_PlantPathogen
Pythium mastophorum,Pythium mastophorum Drechsler 1930,Pythium mastophorum,"Pythium Root Rot, Dampingoff",WA,NA,NA,WA_PlantPathogen
Phyllactinia kakiicola,Phyllactinia kakicola Sawada 1930,Phyllactinia kakiicola,Powdery Mildew,WA,NA,NA,WA_PlantPathogen
Pratylenchus loosi,Pratylenchus loosi Loof 1960,Pratylenchus loosi,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Pratylenchus pratensis,Pratylenchus pratensis (deMan 1880) Filipjev 1936,Pratylenchus pratensis,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Pratylenchus pratensis,Pratylenchus pratensis (deMan 1880) Filipjev 1936,Pratylenchus helophilus,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Pratylenchus pratensis,Pratylenchus pratensis (deMan 1880) Filipjev 1936,Pratylenchus irregularis,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Pratylenchus pratensis,Pratylenchus pratensis (deMan 1880) Filipjev 1936,Anguillulina pratensis,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Pratylenchus pratensis,Pratylenchus pratensis (deMan 1880) Filipjev 1936,Tylenchus pratensis,Root Lesion Nematode,WA,NA,NA,WA_PlantPathogen
Xiphinema vuittenezi,"Xiphinema vuittenezi Luc, Lima, Weischer and Flegg 1964",Xiphinema vuittenezi,Dagger Nematode,WA,NA,NA,WA_PlantPathogen
Pythium deliense,Pythium deliense Meurs 1934,Pythium deliense,"Fruit Rot, Dampingoff, Stemburn",WA,NA,NA,WA_PlantPathogen
Pythium deliense,Pythium deliense Meurs 1934,Pythium indicum,"Fruit Rot, Dampingoff, Stemburn",WA,NA,NA,WA_PlantPathogen
Aecidium cantense,Aecidium cantense Arthur 1929,Aecidium cantense,"Aecidium Rust, Deforming Rust",WA,NA,NA,WA_PlantPathogen
Aecidium cantense,Aecidium cantense Arthur 1929,Aecidium cantensis,"Aecidium Rust, Deforming Rust",WA,NA,NA,WA_PlantPathogen
Puccinia coronata hordei,Puccinia coronata var. hordei H. Jin & Steff. 1999,Puccinia coronata hordei,Barley Crown Rust,WA,NA,NA,WA_PlantPathogen
Apricot ring pox and cherry twisted leaf diseases,Apricot ring pox and cherry twisted leaf diseases,Apricot ring pox and cherry twisted leaf diseases,Ring Pox Disease of Apricot,WA,NA,NA,WA_PlantPathogen
Xylella fastidiosa,"Xylella fastidiosa Wells, Raju, Hung, Weisburg, MandelcoPaul & Brenner 1987",Xylella fastidiosa,"Pierce's Disease, Leaf Scorch, Periwinkle Wilt, Phony Disease of Peach, Dwarf, Citrus Varigated Cholorosis, Phony Peach Disease, Olive Quick Decline",WA,NA,NA,WA_PlantPathogen
Pseudocercospora purpurea,Pseudocercospora purpurea (Cooke) Deighton 1976,Pseudocercospora purpurea,"Cercospora Spot, Cercospora Blotch Spot Blotch",WA,NA,NA,WA_PlantPathogen
Pseudocercospora purpurea,Pseudocercospora purpurea (Cooke) Deighton 1976,Cercospora purpurea,"Cercospora Spot, Cercospora Blotch Spot Blotch",WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Radopholus similis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Radopholus citrophilus Huette,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Anguillulina acutocaudatus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Radopholus acutocaudatus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tylenchorhynchus acutocaudatus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tylenchus acutocaudatus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Anguillulina biformis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Radopholus biformis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tylenchus biformis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Anguillulina granulosus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Radopholus granulosus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tetylenchus granulosus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tylenchus granulosus,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Anguillulina similis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Rotylenchus similis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Radopholus similis,Radopholus similis (Cobb 1893) Thorne 1949,Tylenchus similis,Burrowing Nematode,WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1995 (race 3 biovar 2),Ralstonia solanacearum,"Brown Rot, Southern Wilt, Bacterial Wilt",WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1995 (race 3 biovar 2),Ralstonia solanacearum Race 3 biovar 2,"Brown Rot, Southern Wilt, Bacterial Wilt",WA,NA,NA,WA_PlantPathogen
Ralstonia pseudosolanacearum,Ralstonia pseudosolanacearum Safni et al. 2014,Ralstonia pseudosolanacearum,"Bacterial Wilt, Bacterial Wilt, Granville Wilt, Southern Bacterial Wilt",WA,NA,NA,WA_PlantPathogen
Ralstonia pseudosolanacearum,Ralstonia pseudosolanacearum Safni et al. 2014,Ralstonia solanacearum biovar. IV,"Bacterial Wilt, Bacterial Wilt, Granville Wilt, Southern Bacterial Wilt",WA,NA,NA,WA_PlantPathogen
Ralstonia pseudosolanacearum,Ralstonia pseudosolanacearum Safni et al. 2014,Ralstonia solanacearum,"Bacterial Wilt, Bacterial Wilt, Granville Wilt, Southern Bacterial Wilt",WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (race 2),Ralstonia solanacearum,Moko Disease,WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (race 2),Pseudomonas solanacearum Race 2,Moko Disease,WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (race 3),Ralstonia solanacearum,Brown Rot,WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (race 3),Burkholderia solanacearum,Brown Rot,WA,NA,NA,WA_PlantPathogen
Ralstonia solanacearum,Ralstonia solanacearum (Smith 1896) Yabuuchi et al. 1996 (race 3),Pseudomonas solanacearum,Brown Rot,WA,NA,NA,WA_PlantPathogen
Phytophthora infestans,Phytophthora infestans (Mont.) de Bary 1876,Phytophthora infestans,Late Blight,WA,NA,NA,WA_PlantPathogen
Phytophthora infestans,Phytophthora infestans (Mont.) de Bary 1876,Peronospora infestans,Late Blight,WA,NA,NA,WA_PlantPathogen
Scorias communis,Scorias communis W. Yamam. 1954,Scorias communis,Sooty Mould,WA,NA,NA,WA_PlantPathogen
Phytophthora kernoviae,"Phytophthora kernoviae Brasier, Beales & S.A. Kirk 2005",Phytophthora kernoviae,"Bark Necrosis/Canker, Bleeding Stem Lesions, Shoot Dieback, Foliar Necroses, Wilting",WA,NA,NA,WA_PlantPathogen
Candidatus Phytoplasma ulmi,"Candidatus Phytoplasma ulmi Lee, Martini, Marcone & Zhu 2004",Candidatus Phytoplasma ulmi,Elm Yellows,WA,NA,NA,WA_PlantPathogen
Brooksia tropicalis,Brooksia tropicalis Hansf. 1956,Brooksia tropicalis,Sooty Mould,WA,NA,NA,WA_PlantPathogen
Agropyron mosaic virus,Agropyron mosaic virus (AgMV),Agropyron mosaic virus,NA,WA,NA,NA,WA_PlantPathogen
Phyllachora musicola,Phyllachora musicola C. Booth & D.E. Shaw 1961,Phyllachora musicola,Black Cross Leaf Spot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Phymatotrichopsis omnivora,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Ozonium auricomum,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Phanerochaete omnivora,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Hydnum omnivorum,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Ozonium omnivorum,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Phanerochaete omnivorum,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Phymatotrichopsis omnivora,Phymatotrichopsis omnivora (Duggar) Hennebert 1916,Phymatotrichum omnivorum,Phymatotrichum Root Rot,WA,NA,NA,WA_PlantPathogen
Rhizosphaera kalkhoffii,Rhizosphaera kalkhoffii Bubák 1914,Rhizosphaera kalkhoffii,Needle Blight,WA,NA,NA,WA_PlantPathogen
Bursaphelenchus cocophilus,Bursaphelenchus cocophilus (Cobb) Baujard 1989,Bursaphelenchus cocophilus,Red Ring Nematode,WA,NA,NA,WA_PlantPathogen
Citrus III viroid,Citrus III viroid (CVdIII),Citrus III viroid,NA,WA,NA,NA,WA_PlantPathogen
Septoria citri,Septoria citri Pass. 1877,Septoria citri,Septoria Spot,WA,NA,NA,WA_PlantPathogen
Achlysiella williamsi,"Achlysiella williamsi (Siddiqi 1961) Hunt, Bridge & Machon 1989",Achlysiella williamsi,NA,WA,NA,NA,WA_PlantPathogen
Acrocalymma medicaginis,Acrocalymma medicaginis Alcorn & J.A.G. Irwin 1987,Acrocalymma medicaginis,"Acrocalymma Root Rot, Crown Rot",WA,NA,NA,WA_PlantPathogen
Claviceps sorghi,"Claviceps sorghi B.G.P. Kulk., Seshadri & Hegde 1976",Claviceps sorghi,Ergot,WA,NA,NA,WA_PlantPathogen
