occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey,,,Phylum,Count,,,Genus,count,,dataResourceName,Count,,,,dataResourceName
,Apis (Apis) cerana,"Apis cerana Fabricius, 1793",1341979,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,Apis cerana,"Fabricius, 1793",1341979,,,,,,,,Opuntia ficus-indica,2,,,,,,,iNaturalist Australia
,Anoplolepis gracilipes,"Anoplolepis gracilipes (Smith, 1857)",1317433,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,Anoplolepis gracilipes,"(Smith, 1857) ",1317433,,,,,,,,Vachellia suberosa,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Salvinia x molesta,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Heteronychus arator,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Clavelina,2,,,,,,,iNaturalist Australia
,Aphis fabae,"Aphis fabae Scopoli, 1763",2072167,EXACT,97,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis fabae,Aphis fabae,"Scopoli, 1763",2072167,,,,,,,,Agrilus (Agrilus) australasiae,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Phyllotreta undulata,2,,,,,,,iNaturalist Australia
,Solenopsis invicta,"Solenopsis invicta Buren, 1972",5035230,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,"Buren, 1972",5035230,,,,,,,,Puccinia allii,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Phyllotocus macleayi,2,,,,,,,iNaturalist Australia
,Anoplolepis gracilipes,"Anoplolepis gracilipes (Smith, 1857)",1317433,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,Anoplolepis gracilipes,"(Smith, 1857) ",1317433,,,,,,,,Creatonotos gangis,2,,,,,,,iNaturalist Australia
,Apis (Apis) cerana,"Apis cerana Fabricius, 1793",1341979,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,Apis cerana,"Fabricius, 1793",1341979,,,,,,,,Plodia interpunctella,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Rubus fruticosus,2,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Senecio madagascariensis,1,,,,,,,iNaturalist Australia
,Solenopsis invicta,"Solenopsis invicta Buren, 1972",5035230,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,"Buren, 1972",5035230,,,,,,,,Spartium junceum,1,,,,,,,iNaturalist Australia
,Anoplolepis gracilipes,"Anoplolepis gracilipes (Smith, 1857)",1317433,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis gracilipes,Anoplolepis gracilipes,"(Smith, 1857) ",1317433,,,,,,,,Andropogon virginicus,1,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Cochlicella barbara,1,,,,,,,iNaturalist Australia
,Gryllodes sigillatus,"Gryllodes sigillatus (Walker, 1869)",1722299,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Gryllodes,Gryllodes sigillatus,Gryllodes sigillatus,"(Walker, 1869) ",1722299,,,,,,,,Lymantria dispar,1,,,,,,,iNaturalist Australia
,Aphis fabae,"Aphis fabae Scopoli, 1763",2072167,EXACT,97,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis fabae,Aphis fabae,"Scopoli, 1763",2072167,,,,,,,,Betula pendula,1,,,,,,,iNaturalist Australia
,Solenopsis invicta,"Solenopsis invicta Buren, 1972",5035230,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,"Buren, 1972",5035230,,,,,,,,Cartodere nodifer,1,,,,,,,iNaturalist Australia
,Solenopsis invicta,"Solenopsis invicta Buren, 1972",5035230,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis,Solenopsis invicta,Solenopsis invicta,"Buren, 1972",5035230,,,,,,,,Ctenopseustis obliquana,1,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Harmonia axyridis,1,,,,,,,iNaturalist Australia
,Apis (Apis) cerana,"Apis cerana Fabricius, 1793",1341979,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,Apis cerana,"Fabricius, 1793",1341979,,,,,,,,Coleosoma floridanum,1,,,,,,,iNaturalist Australia
,Pheidole megacephala,"Pheidole megacephala (Fabricius, 1793)",1322635,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,Pheidole megacephala,Pheidole megacephala,"(Fabricius, 1793) ",1322635,,,,,,,,Halyomorpha halys,1,,,,,,,iNaturalist Australia
,Coptotermes formosanus,"Coptotermes formosanus Shiraki, 1909",2007383,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Coptotermes,Coptotermes formosanus,Coptotermes formosanus,"Shiraki, 1909",2007383,,,,,,,,Coptotermes formosanus,1,,,,,,,iNaturalist Australia
,Apis (Apis) cerana,"Apis cerana Fabricius, 1793",1341979,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis cerana,Apis cerana,"Fabricius, 1793",1341979,,,,,,,,Steatoda triangulosa,1,,,,,,,iNaturalist Australia
,Steatoda triangulosa,"Steatoda triangulosa (Walckenaer, 1802)",2157242,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda triangulosa,Steatoda triangulosa,"(Walckenaer, 1802) ",2157242,,,,,,,,Trachemys scripta elegans,1,,,,,,,iNaturalist Australia
,Ceratitis capitata,"Ceratitis capitata (Wiedemann, 1824)",1626096,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,Ceratitis capitata,"(Wiedemann, 1824) ",1626096,,,,,,,,Armillaria mellea,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Mnemiopsis leidyi,1,,,,,,,iNaturalist Australia
,Trachemys scripta elegans,"Trachemys scripta elegans (Wied, 1838)",6157026,EXACT,98,ACCEPTED,SUBSPECIES,Animalia,Chordata,Testudines,,Emydidae,Trachemys,Trachemys scripta,Trachemys scripta elegans,"(Wied, 1838) ",6157026,,,,,,,,Phytophthora ramorum,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Corvus splendens,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Senecio inaequidens,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Poecilia latipinna,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Xiphophorus maculatus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Gambusia affinis,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Maoricolpus roseus,1,,,,,,,iNaturalist Australia
,Euphorbia esula,Euphorbia esula L.,8203538,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia esula,Euphorbia esula,L.,8203538,,,,,,,,Cylindropuntia imbricata,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Sagittaria platyphylla,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Solanum viarum,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Anthoxanthum odoratum,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Camponotus triodiae,1,,,,,,,iNaturalist Australia
,Armillaria mellea,Armillaria mellea (Vahl) P.Kumm.,2536891,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,Armillaria mellea,Armillaria mellea,(Vahl) P.Kumm.,2536891,,,,,,,,Camponotus arcuatus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Camponotus nigroaeneus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Camponotus molossus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Camponotus oxleyi,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Technomyrmex shattucki,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Technomyrmex antonii,1,,,,,,,iNaturalist Australia
,Hemigrapsus sanguineus,"Hemigrapsus sanguineus (De Haan, 1835)",2225772,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus sanguineus,Hemigrapsus sanguineus,"(De Haan, 1835) ",2225772,,,,,,,,Opuntia puberula,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Harrisia,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Opuntia streptacantha,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Senegalia albizioides,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Salvinia natans,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Didemnum,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Coptotermes lacteus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Monochamus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Styela clava,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Grateloupia turuturu,1,,,,,,,iNaturalist Australia
,Corbicula (Corbiculina) maroubra,"Corbicula maroubra (Iredale, 1943)",5794013,EXACT,99,ACCEPTED,SPECIES,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula maroubra,Corbicula maroubra,"(Iredale, 1943) ",5794013,,,,,,,,Bombus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Agrilus (Agrilus) occipitalis,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Agrilus (Agrilus) walesicus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Rhagoletis,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Uromyces viciae-fabae,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Phytophthora cinnamomi,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Stomoxys calcitrans,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,LASIOCAMPIDAE,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,EREBIDAE,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,NITIDULIDAE,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Trichoplusia ni,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,Etiella zinckenella,1,,,,,,,iNaturalist Australia
,Euphorbia esula,Euphorbia esula L.,8203538,EXACT,97,ACCEPTED,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia esula,Euphorbia esula,L.,8203538,,,,,,,,Iris pseudacorus,1,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
,Austropuccinia psidii,Austropuccinia psidii (G.Winter) Beenken,9739431,EXACT,99,ACCEPTED,SPECIES,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Sphaerophragmiaceae,Austropuccinia,Austropuccinia psidii,Austropuccinia psidii,(G.Winter) Beenken,9739431,,,,,,,,,,,,,,,,iNaturalist Australia
