"Supplied Name","guid","scientificName","family","kingdom","reportedTaxon","recordID","species","order","family","habitat","class","countryCode_alpha3","isHybrid","country","countryCode_alpha2","phylum","kingdom","isInvasive","establishmentMeans","taxonRank","occurrenceStatus"
"Ulmus parvifolia Jacq.","https://id.biodiversity.org.au/node/apni/2920407","Ulmus parvifolia","Ulmaceae",,"Ulmus parvifolia Jacq.","98275","Ulmus parvifolia","Rosales","Ulmaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ulmus procera Salisb.","https://id.biodiversity.org.au/node/apni/2908219","Ulmus procera","Ulmaceae",,"Ulmus procera Salisb.","98280","Ulmus procera","Rosales","Ulmaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Boehmeria nivea (L.) Gaudich.","https://id.biodiversity.org.au/node/apni/2895700","Boehmeria nivea","Urticaceae",,"Boehmeria nivea (L.) Gaudich.","14847","Boehmeria nivea","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Parietaria judaica L.","https://id.biodiversity.org.au/node/apni/2915719","Parietaria judaica","Urticaceae",,"Parietaria judaica L.","69641","Parietaria judaica","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Parietaria officinalis L.","https://id.biodiversity.org.au/node/apni/2893311","Parietaria officinalis","Urticaceae",,"Parietaria officinalis L.","69651","Parietaria officinalis","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pilea microphylla (L.) Liebm.","https://id.biodiversity.org.au/node/apni/2920954","Pilea microphylla","Urticaceae",,"Pilea microphylla (L.) Liebm.","74170","Pilea microphylla","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Soleirolia soleirolii (Req.) Dandy","https://id.biodiversity.org.au/node/apni/2908287","Soleirolia soleirolii","Urticaceae",,"Soleirolia soleirolii (Req.) Dandy","89883","Soleirolia soleirolii","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Urtica dioica L.","https://id.biodiversity.org.au/node/apni/2893532","Urtica dioica","Urticaceae",,"Urtica dioica L.","98690","Urtica dioica","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Urtica urens L.","https://id.biodiversity.org.au/node/apni/2887795","Urtica urens","Urticaceae",,"Urtica urens L.","98713","Urtica urens","Rosales","Urticaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Anacardium occidentale L.","https://id.biodiversity.org.au/node/apni/2907419","Anacardium occidentale","Anacardiaceae",,"Anacardium occidentale L.","7916","Anacardium occidentale","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Harpephyllum caffrum Bernh.","https://id.biodiversity.org.au/node/apni/2897753","Harpephyllum caffrum","Anacardiaceae",,"Harpephyllum caffrum Bernh.","45836","Harpephyllum caffrum","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Mangifera indica L.","https://id.biodiversity.org.au/node/apni/2915006","Mangifera indica","Anacardiaceae",,"Mangifera indica L.","58652","Mangifera indica","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Pistacia chinensis Bunge","https://id.biodiversity.org.au/node/apni/2912097","Pistacia chinensis","Anacardiaceae",,"Pistacia chinensis Bunge","74879","Pistacia chinensis","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Rhus glabra L.",,,,,"Rhus glabra L.","81651","Rhus glabra","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Rhus typhina L.","https://id.biodiversity.org.au/node/apni/2905643","Rhus typhina","Anacardiaceae",,"Rhus typhina L.","81662","Rhus typhina","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Schinus molle L.","https://id.biodiversity.org.au/node/apni/2912800","Schinus molle","Anacardiaceae",,"Schinus molle L.","85502","Schinus molle","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Toxicodendron radicans (L.) Kuntze","https://id.biodiversity.org.au/node/apni/2896311","Toxicodendron radicans","Anacardiaceae",,"Toxicodendron radicans (L.) Kuntze","96020","Toxicodendron radicans","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Toxicodendron succedaneum (L.) Kuntze","https://id.biodiversity.org.au/taxon/apni/51266659","Toxicodendron succedaneum","Anacardiaceae",,"Toxicodendron succedaneum (L.) Kuntze","96026","Toxicodendron succedaneum","Sapindales","Anacardiaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Azadirachta indica A.Juss.","https://id.biodiversity.org.au/node/apni/2895301","Azadirachta indica","Meliaceae",,"Azadirachta indica A.Juss.","12940","Azadirachta indica","Sapindales","Meliaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cedrela odorata L.","NZOR-6-76665","Cedrela odorata","Meliaceae",,"Cedrela odorata L.","20774","Cedrela odorata","Sapindales","Meliaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Chukrasia tabularis A.Juss.","https://id.biodiversity.org.au/node/apni/7519149","Chukrasia tabularis","Meliaceae",,"Chukrasia tabularis A.Juss.","24145","Chukrasia tabularis","Sapindales","Meliaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Khaya senegalensis A.Juss.","https://id.biodiversity.org.au/node/apni/2911973","Khaya senegalensis","Meliaceae",,"Khaya senegalensis A.Juss.","51987","Khaya senegalensis","Sapindales","Meliaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Aegle marmelos Corrêa","https://id.biodiversity.org.au/node/apni/2890944","Aegle marmelos","Rutaceae",,"Aegle marmelos Corrêa","3515","Aegle marmelos","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Agathosma crenulata (L.) Pillans","https://id.biodiversity.org.au/node/apni/2912456","Agathosma crenulata","Rutaceae",,"Agathosma crenulata (L.) Pillans","3812","Agathosma crenulata","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Atalantia buxifolia (Poir.) Oliv.",,,,,"Severinia buxifolia (Poir.) Tenore","87759","Atalantia buxifolia","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Casimiroa edulis La Llave","NZOR-6-12416","Casimiroa edulis","Rutaceae",,"Casimiroa edulis La Llave","20105","Casimiroa edulis","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Choisya ternata Kunth","https://id.biodiversity.org.au/node/apni/2901388","Choisya ternata","Rutaceae",,"Choisya ternata Kunth","23752","Choisya ternata","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Citrus aurantium L.","https://id.biodiversity.org.au/taxon/apni/51294026","Citrus x aurantium","Rutaceae",,"Citrus aurantium L.","24705","Citrus aurantium","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Citrus limon (L.) Burm.f.","https://id.biodiversity.org.au/name/apni/116458","Citrus limon","Rutaceae",,"Citrus limon (L.) Burm.f.","24746","Citrus limon","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Citrus medica L.","NZOR-6-41896","Citrus medica","Rutaceae",,"Citrus medica L.","24778","Citrus medica","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Citrus trifoliata L.","https://id.biodiversity.org.au/node/apni/2893314","Poncirus trifoliata","Rutaceae",,"Poncirus trifoliata (L.) Raf.","76907","Citrus trifoliata","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Clausena excavata Burm.f.","https://id.biodiversity.org.au/taxon/apni/51264674","Clausena excavata","Rutaceae",,"Clausena excavata Burm.f.","24962","Clausena excavata","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Coleonema album Bartl. & H.L.Wendl.","https://id.biodiversity.org.au/node/apni/2890554","Coleonema album","Rutaceae",,"Coleonema album Bartl. & H.L.Wendl.","25876","Coleonema album","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Coleonema pulchellum I.Williams","https://id.biodiversity.org.au/taxon/apni/51294028","Coleonema pulchellum","Rutaceae",,"Coleonema pulchellum I.Williams","25877","Coleonema pulchellum","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ruta graveolens L.","https://id.biodiversity.org.au/node/apni/2915149","Ruta graveolens","Rutaceae",,"Ruta graveolens L.","83655","Ruta graveolens","Sapindales","Rutaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Acer negundo L.","https://id.biodiversity.org.au/node/apni/2901529","Acer negundo","Sapindaceae",,"Acer negundo L.","2235","Acer negundo","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Acer palmatum C.P.Thunberg ex A.Murray","https://id.biodiversity.org.au/node/apni/2909487","Acer palmatum","Sapindaceae",,"Acer palmatum C.P.Thunberg ex A.Murray","2284","Acer palmatum","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Acer platanoides L.","NZOR-6-67239","Acer platanoides","Sapindaceae",,"Acer platanoides L.","2295","Acer platanoides","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Acer pseudoplatanus L.","https://id.biodiversity.org.au/node/apni/2887660","Acer pseudoplatanus","Sapindaceae",,"Acer pseudoplatanus L.","2305","Acer pseudoplatanus","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Aesculus hippocastanum L.","https://id.biodiversity.org.au/node/apni/2914962","Aesculus hippocastanum","Sapindaceae",,"Aesculus hippocastanum L.","3654","Aesculus hippocastanum","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Blighia sapida Kon.",,,,,"Blighia sapida Kon.","14775","Blighia sapida","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cardiospermum grandiflorum Sw.","https://id.biodiversity.org.au/node/apni/2904154","Cardiospermum grandiflorum","Sapindaceae",,"Cardiospermum grandiflorum Sw.","19403","Cardiospermum grandiflorum","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cardiospermum halicacabum L.","https://id.biodiversity.org.au/node/apni/2905469","Cardiospermum halicacabum","Sapindaceae",,"Cardiospermum halicacabum L.","19422","Cardiospermum halicacabum","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Koelreuteria elegans (Seem.) A.C.Sm.","https://id.biodiversity.org.au/node/apni/2913179","Koelreuteria elegans","Sapindaceae",,"Koelreuteria elegans (Seem.) A.C.Sm.","52108","Koelreuteria elegans","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Koelreuteria paniculata Laxm.","ALA_Koelreuteria_paniculata","Koelreuteria paniculata","Sapindaceae",,"Koelreuteria paniculata Laxm.","52112","Koelreuteria paniculata","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Serjania membranacea Splitg.",,,,,"Serjania exarata Radlk.","87253","Serjania membranacea","Sapindales","Sapindaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ailanthus altissima (Mill.) Swingle","https://id.biodiversity.org.au/node/apni/2916914","Ailanthus altissima","Simaroubaceae",,"Ailanthus altissima (Mill.) Swingle","4407","Ailanthus altissima","Sapindales","Simaroubaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Peganum harmala L.","https://id.biodiversity.org.au/node/apni/2911611","Peganum harmala","Nitrariaceae",,"Peganum harmala L.","70789","Peganum harmala","Sapindales","Tetradiclidaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Aeonium arboreum Webb & Berthel.","https://id.biodiversity.org.au/node/apni/2917817","Aeonium arboreum","Crassulaceae",,"Aeonium arboreum Webb & Berthel.","3541","Aeonium arboreum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Aeonium castello-paivae Bolle",,,,,"Aeonium castello-paivae Bolle","3549","Aeonium castello-paivae","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Aeonium haworthii Webb & Berthel.","https://id.biodiversity.org.au/node/apni/2918279","Aeonium haworthii","Crassulaceae",,"Aeonium haworthii Webb & Berthel.","3554","Aeonium haworthii","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Bryophyllum daigremontianum x tubiflorum",,,,,"Bryophyllum daigremontianum x tubiflorum","16721","Bryophyllum daigremontianum x tubiflorum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","TRUE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Bryophyllum xhoughtonii (D.B.Ward) P.I.Forst.",,,,,"Bryophyllum xhoughtonii (D.B.Ward) P.I.Forst.","16772","Bryophyllum xhoughtonii","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","TRUE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Cotyledon orbiculata L.","https://id.biodiversity.org.au/node/apni/2913063","Cotyledon orbiculata","Crassulaceae",,"Cotyledon orbiculata L.","28255","Cotyledon orbiculata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula biplanata Haw.","https://id.biodiversity.org.au/node/apni/2904972","Crassula biplanata","Crassulaceae",,"Crassula biplanata Haw.","28440","Crassula biplanata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula ciliata L.","https://id.biodiversity.org.au/node/apni/2897290","Crassula ciliata","Crassulaceae",,"Crassula ciliata L.","28444","Crassula ciliata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula glomerata P.J.Bergius","https://id.biodiversity.org.au/node/apni/2899137","Crassula glomerata","Crassulaceae",,"Crassula glomerata P.J.Bergius","28448","Crassula glomerata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula multicava Lem.","https://id.biodiversity.org.au/node/apni/2903497","Crassula multicava","Crassulaceae",,"Crassula multicava Lem.","28461","Crassula multicava","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula natans Thunb.","https://id.biodiversity.org.au/node/apni/2892410","Crassula natans","Crassulaceae",,"Crassula natans Thunb.","28470","Crassula natans","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula ovata Druce","https://id.biodiversity.org.au/node/apni/2918148","Crassula ovata","Crassulaceae",,"Crassula ovata Druce","28471","Crassula ovata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula rubricaulis Eckl. & Zeyh.","https://id.biodiversity.org.au/node/apni/2888787","Crassula rubricaulis","Crassulaceae",,"Crassula rubricaulis Eckl. & Zeyh.","28475","Crassula rubricaulis","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula spathulata Thunb.","https://id.biodiversity.org.au/node/apni/2905862","Crassula spathulata","Crassulaceae",,"Crassula spathulata Thunb.","28477","Crassula spathulata","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula tetragona L.","https://id.biodiversity.org.au/node/apni/2903594","Crassula tetragona","Crassulaceae",,"Crassula tetragona L.","28478","Crassula tetragona","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula thunbergiana Schult.","https://id.biodiversity.org.au/node/apni/2894404","Crassula thunbergiana","Crassulaceae",,"Crassula thunbergiana Schult.","28480","Crassula thunbergiana","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Crassula tillaea Lest.-Garl.","https://id.biodiversity.org.au/node/apni/2918404","Crassula alata","Crassulaceae",,"Crassula tillaea Lest.-Garl.","28481","Crassula tillaea","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Graptopetalum paraguayense (N.E.Br.) Walth.","https://id.biodiversity.org.au/node/apni/2896181","Graptopetalum paraguayense","Crassulaceae",,"Graptopetalum paraguayense (N.E.Br.) Walth.","45009","Graptopetalum paraguayense","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Kalanchoe beauverdii Raym.-Hamet","https://id.biodiversity.org.au/node/apni/2909482","Bryophyllum beauverdii","Crassulaceae",,"Kalanchoe beauverdii Raym.-Hamet","51768","Kalanchoe beauverdii","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Kalanchoe longiflora Schltr.","https://id.biodiversity.org.au/node/apni/2908753","Kalanchoe sexangularis","Crassulaceae",,"Kalanchoe longiflora Schltr.","51835","Kalanchoe longiflora","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Kalanchoe prolifera Raym.-Hamet","https://id.biodiversity.org.au/node/apni/2903131","Bryophyllum proliferum","Crassulaceae",,"Kalanchoe prolifera Raym.-Hamet","51892","Kalanchoe prolifera","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Kalanchoe sexangularis N.E.Br.","https://id.biodiversity.org.au/node/apni/2908753","Kalanchoe sexangularis","Crassulaceae",,"Kalanchoe sexangularis N.E.Br.","51894","Kalanchoe sexangularis","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Petrosedum forsterianum (Sm.) V.Grulich",,,,,"Sedum forsterianum Sm.","86243","Petrosedum forsterianum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum acre L.","https://id.biodiversity.org.au/node/apni/2906671","Sedum acre","Crassulaceae",,"Sedum acre L.","86194","Sedum acre","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum album L.","https://id.biodiversity.org.au/node/apni/2914695","Sedum album","Crassulaceae",,"Sedum album L.","86203","Sedum album","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum anglicum Huds.",,,,,"Sedum rupestre All. ex Reut.","86311","Sedum anglicum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum caespitosum (Cav.) DC.","https://id.biodiversity.org.au/node/apni/2894094","Sedum caespitosum","Crassulaceae",,"Sedum caespitosum (Cav.) DC.","86220","Sedum caespitosum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum crassularia Raym.-Hamet",,,,,"Sedum sediforme (Schweinf.) R.-Hamet","86336","Sedum crassularia","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum praealtum A.DC.","https://id.biodiversity.org.au/node/apni/2916453","Sedum praealtum","Crassulaceae",,"Sedum praealtum A.DC.","86301","Sedum praealtum","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Sedum sexangulare L.","https://id.biodiversity.org.au/node/apni/2917975","Sedum sexangulare","Crassulaceae",,"Sedum sexangulare L.","86337","Sedum sexangulare","Saxifragales","Crassulaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ribes sanguineum Pursh","https://id.biodiversity.org.au/node/apni/2903304","Ribes sanguineum","Grossulariaceae",,"Ribes sanguineum Pursh","81857","Ribes sanguineum","Saxifragales","Grossulariaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Ribes uva-crispa L.","https://id.biodiversity.org.au/node/apni/2909362","Ribes uva-crispa","Grossulariaceae",,"Ribes uva-crispa L.","81872","Ribes uva-crispa","Saxifragales","Grossulariaceae","TERRESTRIAL","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Myriophyllum aquaticum (Vell.) Verdc.","https://id.biodiversity.org.au/node/apni/2899913","Myriophyllum aquaticum","Haloragaceae",,"Myriophyllum aquaticum (Vell.) Verdc.","63229","Myriophyllum aquaticum","Saxifragales","Haloragaceae","FRESHWATER","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
"Myriophyllum spicatum L.","NZOR-6-13584","Myriophyllum spicatum","Haloragaceae",,"Myriophyllum spicatum L.","63278","Myriophyllum spicatum","Saxifragales","Haloragaceae","FRESHWATER","Magnoliopsida","AUS","FALSE","Australia","AU","Tracheophyta","Plantae","NULL","ALIEN","SPECIES","PRESENT"
